time_s,r_0_cm,r_0.5_cm,r_1_cm,r_1.5_cm,r_2_cm
100.0,2.55,2.55,2.55,2.5499999588256124,2.2470456517110375
300.0,2.55,2.55,2.5499999990279862,2.549199863589448,2.0508368095527043
600.0,2.549999999999999,2.5499999997909706,2.5499886170264645,2.5352764003725694,1.8769620038964796
900.0,2.549999999945258,2.5499997969285877,2.5496839261009088,2.5045437501578256,1.754712803096111
1200.0,2.5499999804628746,2.549992989378748,2.548180554218061,2.4645689128778687,1.6585571001099046
1500.0,2.549999310293079,2.5499378416816816,2.5445417745496672,2.4206102708381323,1.5787229403225136
1800.0,2.549992404014126,2.549723932948946,2.538300542387139,2.375469868489932,1.5102346297990572
