time_s,r_0_cm,r_0.5_cm,r_1_cm,r_1.5_cm,r_2_cm
100.0,28.00005330397192,28.00034740096994,28.004045656205758,28.03270262253921,28.180071383608688
300.0,28.040791334140728,28.063488074959405,28.151395980007727,28.368070243520993,28.848853955260047
600.0,28.453329737724122,28.53603066849154,28.803944282805617,29.315916273187284,30.165228706572815
900.0,29.324294263147216,29.45825062830282,29.875454378344834,30.616142433680956,31.73040031898298
1200.0,30.542718978073097,30.70976871054459,31.222348999018596,32.11255917697146,33.42763581096389
1500.0,31.99572005319377,32.18673395283216,32.76602103720766,33.74627767199502,35.120261487728065
1800.0,33.575344828308396,33.772001918190306,34.364160798713954,35.362124592238445,36.78556034654053
