time_s,mean_moisture,cumulative_loss,residual
1402.0,2.3420702350216778,0.2079297649783217,-4.440892098500626e-16
1403.0,2.34194440502543,0.20805559497457182,1.7763568394002505e-15
1404.0,2.341818595957949,0.20818140404205018,-4.440892098500626e-16
1405.0,2.3416928078087644,0.20830719219123528,0.0
1406.0,2.3415670405673974,0.20843295943260257,0.0
1407.0,2.3414412942233533,0.20855870577664518,-1.3322676295501878e-15
1408.0,2.341315568766154,0.2086844312338461,4.440892098500626e-16
1409.0,2.3411898641853086,0.2088101358146904,-8.881784197001252e-16
1410.0,2.341064180470322,0.2089358195296782,4.440892098500626e-16
1411.0,2.340938517610714,0.20906148238928715,1.3322676295501878e-15
1412.0,2.3408128755959914,0.20918712440400905,4.440892098500626e-16
1413.0,2.340687254415661,0.209312745584337,-1.7763568394002505e-15
1414.0,2.340561654059255,0.2094383459407439,-8.881784197001252e-16
1415.0,2.340436074516281,0.2095639254837193,4.440892098500626e-16
1416.0,2.340310515776256,0.20968948422374367,0.0
1417.0,2.3401849778287125,0.20981502217128747,0.0
1418.0,2.340059460663171,0.2099405393368284,-4.440892098500626e-16
1419.0,2.3399339642691683,0.21006603573083182,4.440892098500626e-16
1420.0,2.3398084886362405,0.21019151136375924,0.0
1421.0,2.3396830337539227,0.21031696624607696,0.0
1422.0,2.3395575996117537,0.21044240038824483,-1.3322676295501878e-15
1423.0,2.339432186199297,0.2105678138007025,-4.440892098500626e-16
1424.0,2.3393067935061027,0.21069320649389658,-4.440892098500626e-16
1425.0,2.3391814215217273,0.21081857847827298,4.440892098500626e-16
1426.0,2.3390560702357304,0.21094392976427012,8.881784197001252e-16
1427.0,2.3389307396377035,0.21106926036229717,8.881784197001252e-16
1428.0,2.338805429717215,0.21119457028278515,4.440892098500626e-16
1429.0,2.3386801404638478,0.21131985953615148,-4.440892098500626e-16
1430.0,2.3385548718671942,0.2114451281328052,-4.440892098500626e-16
1431.0,2.3384296239168645,0.21157037608313553,0.0
1432.0,2.3383043966024566,0.21169560339754392,8.881784197001252e-16
1433.0,2.3381791899135815,0.21182081008641906,8.881784197001252e-16
1434.0,2.338054003839861,0.21194599616013926,4.440892098500626e-16
1435.0,2.337928838370929,0.21207116162907164,8.881784197001252e-16
1436.0,2.3378036934964137,0.21219630650358542,-8.881784197001252e-16
1437.0,2.33767856920596,0.21232143079403942,-4.440892098500626e-16
1438.0,2.337553465489215,0.21244653451078338,-1.3322676295501878e-15
1439.0,2.3374283823358444,0.21257161766415644,8.881784197001252e-16
1440.0,2.337303319736927,0.2126966802630718,-8.881784197001252e-16
1441.0,2.3371782778439507,0.21282172215604964,4.440892098500626e-16
1442.0,2.3370532568135,0.21294674318649992,0.0
1443.0,2.336928256631047,0.21307174336895254,-4.440892098500626e-16
1444.0,2.3368032772858114,0.21319672271418813,-4.440892098500626e-16
1445.0,2.336678318766052,0.21332168123394699,-8.881784197001252e-16
1446.0,2.3365533810603787,0.21344661893962133,0.0
1447.0,2.336428464157538,0.21357153584246258,8.881784197001252e-16
1448.0,2.3363035680463753,0.21369643195362326,-1.3322676295501878e-15
1449.0,2.3361786927158117,0.21382130728418913,8.881784197001252e-16
1450.0,2.3360538381548053,0.2139461618451946,0.0
1451.0,2.335929004352384,0.21407099564761653,4.440892098500626e-16
1452.0,2.3358041912976155,0.21419580870238367,-4.440892098500626e-16
1453.0,2.3356793989796145,0.21432060102038625,8.881784197001252e-16
1454.0,2.335554627387524,0.2144453726124763,4.440892098500626e-16
1455.0,2.335429876510529,0.21457012348947047,-4.440892098500626e-16
1456.0,2.335305146337843,0.21469485366215652,0.0
1457.0,2.3351804368587032,0.2148195631412967,0.0
1458.0,2.335055748062385,0.21494425193761352,-1.3322676295501878e-15
1459.0,2.334931079938187,0.21506892006181288,0.0
1460.0,2.3348064324754247,0.21519356752457452,-4.440892098500626e-16
1461.0,2.334681805663453,0.21531819433654611,-4.440892098500626e-16
1462.0,2.334557199491628,0.21544280050837147,-4.440892098500626e-16
1463.0,2.334432613949348,0.2155673860506524,4.440892098500626e-16
1464.0,2.3343080490260126,0.2156919509739875,4.440892098500626e-16
1465.0,2.334183504711054,0.21581649528894575,0.0
1466.0,2.334058980993921,0.21594101900607868,0.0
1467.0,2.333934477864076,0.2160655221359232,-4.440892098500626e-16
1468.0,2.3338099953110096,0.2161900046889916,1.3322676295501878e-15
1469.0,2.3336855333242097,0.2163144666757892,-8.881784197001252e-16
1470.0,2.333561091893209,0.21643890810679034,-4.440892098500626e-16
1471.0,2.333436671007546,0.2165633289924543,4.440892098500626e-16
1472.0,2.333312270656763,0.21668772934323577,-8.881784197001252e-16
1473.0,2.3331878908304344,0.2168121091695647,-8.881784197001252e-16
1474.0,2.3330635315181496,0.21693646848184928,-8.881784197001252e-16
1475.0,2.3329391927095107,0.21706080729048954,4.440892098500626e-16
