time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
45.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999985,2.5499999999061873,2.5499995982161905,2.5497867461173653,2.534275892673745,2.3420660080606126
46.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999945,2.5499999998569067,2.54999948404596,2.5497581669650553,2.533508719577643,2.339877268049494
47.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999991,2.5499999997854914,2.549999344064877,2.5497270801059613,2.532732166672082,2.3377144484664845
48.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999984,2.549999999683621,2.549999173944813,2.549693393541572,2.531946722313841,2.3355767236701905
49.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999705,2.549999999540452,2.54999896889949,2.549657019384569,2.5311528525374127,2.3334633108489125
50.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999505,2.5499999993420253,2.5499987236706225,2.549617873963604,2.530351001988065,2.331373466963013
51.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999163,2.549999999070597,2.549998432516798,2.5495758778926696,2.5295415948430695,2.3293064859769443
52.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999861,2.5499999987038677,2.549998089204868,2.5495309561125445,2.528725035715792,2.327261696317045
53.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997733,2.549999998214116,2.5499976870042502,2.54948303790231,2.527901710535675,2.325238458571378
54.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999639,2.5499999975672205,2.5499972186839663,2.5494320568671656,2.5270719874008973,2.323236163382901
55.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999994323,2.5499999967215854,2.5499966765122233,2.549377950906767,2.526236217402521,2.3212542295075016
56.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999991214,2.5499999956269495,2.549996052258508,2.5493206621658047,2.5253947354189825,2.3192921020281525
57.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999998661,2.5499999942231026,2.5499953371981787,2.549260136968383,2.5245478608797405,2.3173492507172306
58.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999997988,2.5499999924384986,2.54999452211912,2.54919632574029,2.523695898500704,2.315425168516024
59.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999997016,2.549999990188744,2.549993597330917,2.549129182917832,2.522839138984257,2.313519370150655
60.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999994,2.54999999999563,2.549999987375016,2.5499925526758154,2.549058666848641,2.521977859691454,2.311631392842996
61.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999985,2.549999999993681,2.5499999838823895,2.549991377541427,2.5489847396849945,2.5211123252864183,2.3097608032324684
62.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999985,2.549999999990966,2.5499999795779833,2.5499900608765618,2.548907367266485,2.520242788325502,2.307907175133359
63.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999985,2.5499999999872234,2.5499999743091917,2.5499885912057976,2.5488265190084474,2.519369489864914,2.306070092683257
64.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.5499999999821212,2.5499999679017282,2.5499869566474804,2.5487421677781437,2.518492660004219,2.304249160046012
65.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999996,2.549999999975228,2.549999960157614,2.5499851449324975,2.5486542897698774,2.5176125184205285,2.3024439976326043
66.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999995,2.549999999966005,2.5499999508532083,2.5499831434232796,2.5485628643839453,2.516729274851674,2.3006542408139756
67.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999991,2.5499999999537724,2.549999939737069,2.5499809391346338,2.5484678740981903,2.5158431295864694,2.2988795387675127
68.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999987,2.549999999937684,2.5499999265278053,2.549978518755273,2.5483693043403077,2.514954273923941,2.2971195538724234
69.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999807,2.5499999999166967,2.549999910911969,2.549975868669153,2.5482671433650204,2.5140628905965023,2.295373960992759
70.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999971,2.549999999889531,2.5499998925418605,2.549972974977941,2.548161382128348,2.5131691541861354,2.29364244675003
71.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999957,2.5499999998546246,2.549999871033398,2.549969823523169,2.5480520141672525,2.512273231505179,2.291924708944882
72.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999939,2.5499999998100917,2.54999984596397,2.549966399908786,2.5479390354798674,2.511375281963658,2.29022045603977
73.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999912,2.5499999997536658,2.5499998168702995,2.5499626895238614,2.547822444407557,2.510475457919616,2.288529406628041
74.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998733,2.5499999996826292,2.549999783246327,2.5499586775652077,2.5477022415192607,2.5095739050147836,2.2868512889243395
75.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998204,2.549999999593762,2.549999744541159,2.549954349059744,2.5475784295003496,2.508670762484166,2.285185840325201
76.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997485,2.549999999483261,2.549999700157007,2.5499496888868887,2.5474510130400905,2.5077661634750514,2.2835328069366962
77.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999996508,2.549999999346648,2.54999964944728,2.5499446818002944,2.5473199987300057,2.506860235303713,2.2818919432299727
78.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999995175,2.5499999991786915,2.5499995917146743,2.5499393124493173,2.5471853949601577,2.505953099733614,2.280263011641849
79.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999993395,2.5499999989733038,2.5499995262093242,2.54993356540029,2.5470472118181715,2.5050448732385266,2.278645782206456
80.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999991045,2.549999998723427,2.5499994521270786,2.5499274251569854,2.5469054609948065,2.5041356672378834,2.277040032231896
81.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999994,2.5499999999987915,2.549999998420931,2.549999368607868,2.549920876180482,2.54676015569173,2.5032255883291046,2.275445545977986
82.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999994,2.549999999998382,2.549999998056468,2.5499992747341698,2.549913902908424,2.546611310533431,2.5023147385032876,2.2738621143636415
83.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999978495,2.549999997619368,2.5499991695293693,2.5499064897749566,2.5464589414747847,2.5014032153771426,2.272289534645745
84.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999994,2.549999999997159,2.54999999709747,2.5499990519566134,2.549898621227534,2.5463030657271126,2.5004911123604314,2.2707276102006686
85.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999985,2.549999999996271,2.549999996476975,2.5499989209174885,2.549890281744894,2.546143701675774,2.499578518857464,2.269176150248446
86.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999967,2.5499999999951357,2.549999995742299,2.549998775250716,2.54988145585486,2.545980868799793,2.4986655204583204,2.267634969596068
87.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999967,2.5499999999936915,2.5499999948758783,2.5499986137314132,2.549872128148595,2.5458145876084943,2.4977521990815292,2.266103888450257
88.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999967,2.5499999999918654,2.5499999938580045,2.5499984350699703,2.549862283297345,2.545644879564972,2.4968386331576293,2.264582732169579
89.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999995,2.54999999998957,2.5499999926666352,2.54999823791124,2.5498519060671665,2.545471767019923,2.4959248977811255,2.263071331063223
90.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999927,2.5499999999866985,2.5499999912771827,2.5499980208340434,2.549840981331752,2.5452952731527922,2.495011064845216,2.2615695202126935
91.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.54999999999999,2.5499999999831227,2.549999989662318,2.5499977823504243,2.5498294940868043,2.545115421906245,2.494097203194034,2.2600771392693835
92.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999987,2.5499999999786924,2.54999998779176,2.5499975209051624,2.549817429462818,2.544932237927562,2.4931833787565774,2.258594032277586
93.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999825,2.5499999999732297,2.5499999856320232,2.54999723487576,2.549804772735013,2.5447457465210395,2.492269654654523,2.2571200475333564
94.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999976,2.549999999966525,2.5499999831462308,2.549996922571648,2.5497915093379846,2.5445559735814878,2.4913560913565704,2.2556550373788786
95.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999674,2.5499999999583296,2.549999980293825,2.549996582234762,2.549777624872104,2.5443629455602936,2.4904427467537893,2.2541988581051244
96.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999563,2.549999999948357,2.549999977030355,2.549996212039056,2.549763105116322,2.5441666894058383,2.489529676297932,2.252751369767806
97.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999944,2.5499999999362735,2.5499999733072096,2.5499958100908087,2.5497479360362005,2.5439672325227614,2.488616933094083,2.2513124360658
98.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999927,2.5499999999216865,2.5499999690713424,2.549995374429029,2.549732103791384,2.543764602732249,2.487704567993326,2.2498819242183323
99.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999903,2.549999999904146,2.5499999642650404,2.549994903025302,2.5497155947463885,2.543558828220884,2.48679262970957,2.248459704810965
100.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999873,2.549999999883135,2.5499999588256124,2.5499943937848175,2.5496983954744046,2.543349937514053,2.4858811648832564,2.2470456517110375
101.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999835,2.549999999858058,2.5499999526851376,2.5499938445465014,2.5496804927663286,2.5431379594308323,2.484970218185488,2.2456396419299165
102.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999788,2.5499999998282323,2.5499999457701814,2.549993253083674,2.549661873636752,2.542922923049655,2.484059832398574,2.244241555516392
103.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997285,2.5499999997928806,2.5499999380014935,2.5499926171051004,2.549642525327592,2.5427048576817493,2.483150048480936,2.2428512754696883
104.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999996525,2.549999999751123,2.5499999292937514,2.5499919342551376,2.54962243531707,2.5424837928265362,2.4822409056694115,2.2414686876046686
105.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999558,2.549999999701952,2.549999919555226,2.549991202115566,2.5496015913186287,2.5422597581608493,2.4813324415117863,2.2400936805063103
106.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999994,2.5499999999994403,2.5499999996442364,2.5499999086875316,2.54999041820551,2.5495799812913065,2.5420327834897223,2.48042469197837,2.2387261453830902
107.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999994,2.549999999999294,2.5499999995766975,2.5499998965852937,2.5499895799835413,2.5495575934369294,2.541802898741017,2.4795176914843537,2.2373659760341558
108.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999994,2.5499999999991143,2.5499999994979,2.5499998831358823,2.549988684847852,2.549534416208992,2.541570133921403,2.478611472990283,2.2360130687170257
109.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999994,2.5499999999988923,2.5499999994062286,2.5499998682190954,2.5499877301382288,2.549510438310527,2.541334519108481,2.477706068030166,2.2346673221071462
110.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999999,2.5499999999986196,2.54999999929988,2.5499998517068785,2.549986713136673,2.549485648700258,2.541096084415829,2.4768015067934934,2.2333286371891377
111.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999985,2.5499999999982865,2.5499999991768423,2.5499998334630196,2.549985631069163,2.549460036591684,2.5408548599810796,2.4758978181616182,2.2319969172057195
112.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.549999999997882,2.549999999034873,2.5499998133428656,2.5499844811068066,2.549433591455864,2.540610875941999,2.474995029767974,2.230672067576529
113.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999997,2.5499999999973912,2.5499999988714834,2.5499997911930237,2.549983260367201,2.549406303023006,2.5403641624163926,2.4740931680506053,2.229353995826658
114.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999963,2.5499999999967984,2.5499999986839135,2.5499997668510774,2.5499819659160625,2.5493781612820863,2.5401147494884877,2.4731922582921952,2.2280426115308565
115.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999954,2.549999999996083,2.549999998469113,2.549999740145294,2.549980594768576,2.549349156482471,2.5398626671887614,2.472292324672771,2.2267378262418505
116.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999945,2.549999999995224,2.5499999982237154,2.549999710894357,2.5499791438910644,2.5493192791331594,2.539607945481569,2.471393390307353,2.225439553437484
