time_s,mean_moisture,cumulative_loss_trapezoid,B_trapezoid_signed,B_trapezoid_abs,q2_mass_balance_residual,cumulative_loss_gl4,B_gl4_signed,B_gl4_abs,cumulative_loss_gl8,B_gl8_signed,B_gl8_abs,cumulative_loss_gl16,B_gl16_signed,B_gl16_abs,cumulative_loss_gl32,B_gl32_signed,B_gl32_abs
2077,2.2472786283852635,6.054437499018728e-05,5.033362007189623e-07,5.033362007189623e-07,5.033362007189623e-07,6.0544274322422866e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.0544274322422866e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.0544274322422886e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.0544274322422886e-05,-2.6223467841646197e-12,2.6223467841646197e-12
2078,2.247152478909291,6.056960488544424e-05,5.033365129136769e-07,5.033365129136769e-07,5.033365129136769e-07,6.056950421761733e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.056950421761732e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.056950421761734e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.056950421761734e-05,-2.6223467841646197e-12,2.6223467841646197e-12
2079,2.247026339810873,6.059483270519035e-05,5.03336826440659e-07,5.03336826440659e-07,5.03336826440659e-07,6.059473203730092e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.059473203730092e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.059473203730093e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.059473203730093e-05,-2.6223467841646197e-12,2.6223467841646197e-12
2080,2.246900211086259,6.062005845017581e-05,5.033371368590167e-07,5.033371368590167e-07,5.033371368590167e-07,6.061995778222385e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.061995778222385e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.061995778222386e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.061995778222386e-05,-2.6223467841646197e-12,2.6223467841646197e-12
2081,2.246774092731696,6.064528212115096e-05,5.033374512741773e-07,5.033374512741773e-07,5.033374512741773e-07,6.064518145313646e-05,-2.6219026949547697e-12,2.6219026949547697e-12,6.064518145313645e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.064518145313647e-05,-2.6219026949547697e-12,2.6219026949547697e-12,6.064518145313647e-05,-2.6219026949547697e-12,2.6219026949547697e-12
2082,2.2466479847434324,6.0670503718866254e-05,5.033377652452486e-07,5.033377652452486e-07,5.033377652452486e-07,6.06704030507892e-05,-2.6219026949547697e-12,2.6219026949547697e-12,6.06704030507892e-05,-2.6219026949547697e-12,2.6219026949547697e-12,6.0670403050789216e-05,-2.6219026949547697e-12,2.6219026949547697e-12,6.0670403050789216e-05,-2.6219026949547697e-12,2.6219026949547697e-12
2083,2.246521887117715,6.0695723244072264e-05,5.033380765517848e-07,5.033380765517848e-07,5.033380765517848e-07,6.0695622575932655e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.0695622575932655e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.069562257593267e-05,-2.6223467841646197e-12,2.6223467841646197e-12,6.069562257593267e-05,-2.6223467841646197e-12,2.6223467841646197e-12
2084,2.246395799850791,6.072094069751966e-05,5.033383900787669e-07,5.033383900787669e-07,5.033383900787669e-07,6.072084002931748e-05,-2.6219026949547697e-12,2.6219026949547697e-12,6.072084002931748e-05,-2.6219026949547697e-12,2.6219026949547697e-12,6.07208400293175e-05,-2.6219026949547697e-12,2.6219026949547697e-12,6.07208400293175e-05,-2.6219026949547697e-12,2.6219026949547697e-12
2085,2.2462697229389064,6.07461560799592e-05,5.033387027175706e-07,5.033387027175706e-07,5.033387027175706e-07,6.0746055411694456e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.0746055411694456e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.074605541169448e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.074605541169448e-05,-2.6214586057449196e-12,2.6214586057449196e-12
2086,2.246143656378307,6.0771369392141744e-05,5.033390158004636e-07,5.033390158004636e-07,5.033390158004636e-07,6.0771268723814425e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.0771268723814425e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.077126872381444e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.077126872381444e-05,-2.6214586057449196e-12,2.6214586057449196e-12
2087,2.246017600165237,6.0796580634818206e-05,5.03339329771535e-07,5.03339329771535e-07,5.03339329771535e-07,6.07964799664283e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.07964799664283e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.0796479966428315e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.0796479966428315e-05,-2.6214586057449196e-12,2.6214586057449196e-12
2088,2.245891554295944,6.082178980873957e-05,5.033396432985171e-07,5.033396432985171e-07,5.033396432985171e-07,6.082168914028708e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.082168914028707e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.082168914028709e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.082168914028709e-05,-2.6205704273252195e-12,2.6205704273252195e-12
2089,2.24576551876667,6.084699691465688e-05,5.033399550491424e-07,5.033399550491424e-07,5.033399550491424e-07,6.084689624614179e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.084689624614179e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.084689624614181e-05,-2.6210145165350696e-12,2.6210145165350696e-12,6.084689624614181e-05,-2.6210145165350696e-12,2.6210145165350696e-12
2090,2.245639493573662,6.087220195332122e-05,5.033402685761246e-07,5.033402685761246e-07,5.033402685761246e-07,6.087210128474354e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.087210128474354e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.0872101284743555e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.0872101284743555e-05,-2.6205704273252195e-12,2.6205704273252195e-12
2091,2.2455134787131623,6.089740492548373e-05,5.033405812149283e-07,5.033405812149283e-07,5.033405812149283e-07,6.089730425684346e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.089730425684346e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.089730425684347e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.089730425684347e-05,-2.6205704273252195e-12,2.6205704273252195e-12
2092,2.2453874741814155,6.092260583189557e-05,5.033408951859997e-07,5.033408951859997e-07,5.033408951859997e-07,6.09225051631927e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.09225051631927e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.0922505163192714e-05,-2.6214586057449196e-12,2.6214586057449196e-12,6.0922505163192714e-05,-2.6214586057449196e-12,2.6214586057449196e-12
2093,2.2452614799746673,6.094780467330793e-05,5.03341206936625e-07,5.03341206936625e-07,5.03341206936625e-07,6.094770400454245e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.094770400454245e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.094770400454247e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.094770400454247e-05,-2.6205704273252195e-12,2.6205704273252195e-12
2094,2.2451354960891603,6.0973001450472006e-05,5.03341522239964e-07,5.03341522239964e-07,5.03341522239964e-07,6.097290078164393e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.097290078164392e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.097290078164394e-05,-2.6201263381153694e-12,2.6201263381153694e-12,6.097290078164394e-05,-2.6201263381153694e-12,2.6201263381153694e-12
2095,2.245009522521138,6.099819616413901e-05,5.033418317701432e-07,5.033418317701432e-07,5.033418317701432e-07,6.099809549524833e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.099809549524833e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.099809549524834e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.099809549524834e-05,-2.6205704273252195e-12,2.6205704273252195e-12
2096,2.244883559266845,6.1023388815060154e-05,5.033421452971254e-07,5.033421452971254e-07,5.033421452971254e-07,6.102328814610687e-05,-2.6210145165350696e-12,2.6210145165350696e-12,6.1023288146106864e-05,-2.6210145165350696e-12,2.6210145165350696e-12,6.1023288146106884e-05,-2.6210145165350696e-12,2.6210145165350696e-12,6.1023288146106884e-05,-2.6210145165350696e-12,2.6210145165350696e-12
2097,2.244757606322526,6.104857940398664e-05,5.033424606004644e-07,5.033424606004644e-07,5.033424606004644e-07,6.104847873497075e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.104847873497075e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.104847873497076e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.104847873497076e-05,-2.6205704273252195e-12,2.6205704273252195e-12
2098,2.244631663684424,6.107376793166966e-05,5.033427723510897e-07,5.033427723510897e-07,5.033427723510897e-07,6.107366726259119e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.107366726259119e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.10736672625912e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.10736672625912e-05,-2.6205704273252195e-12,2.6205704273252195e-12
2099,2.244505731348783,6.109895439886039e-05,5.033430845458042e-07,5.033430845458042e-07,5.033430845458042e-07,6.109885372971931e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.109885372971931e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.109885372971933e-05,-2.6205704273252195e-12,2.6205704273252195e-12,6.109885372971933e-05,-2.6205704273252195e-12,2.6205704273252195e-12
2100,2.2443798093118597,6.112413880631005e-05,5.033434113954627e-07,5.033434113954627e-07,5.033434113954627e-07,6.112403813710631e-05,-2.609024107869118e-12,2.609024107869118e-12,6.112403813710631e-05,-2.609024107869118e-12,2.609024107869118e-12,6.112403813710633e-05,-2.609024107869118e-12,2.609024107869118e-12,6.112403813710633e-05,-2.609024107869118e-12,2.609024107869118e-12
2101,2.2442538976226762,6.114932114423877e-05,5.033438696955272e-07,5.033438696955272e-07,5.033438696955272e-07,6.114922047493717e-05,-2.638333995719222e-12,2.638333995719222e-12,6.114922047493716e-05,-2.638333995719222e-12,2.638333995719222e-12,6.114922047493717e-05,-2.638333995719222e-12,2.638333995719222e-12,6.114922047493717e-05,-2.638333995719222e-12,2.638333995719222e-12
2102,2.244127996329081,6.11745014030484e-05,5.033443239987889e-07,5.033443239987889e-07,5.033443239987889e-07,6.117440073365673e-05,-2.6352253712502716e-12,2.6352253712502716e-12,6.117440073365673e-05,-2.6352253712502716e-12,2.6352253712502716e-12,6.117440073365674e-05,-2.6352253712502716e-12,2.6352253712502716e-12,6.117440073365674e-05,-2.6352253712502716e-12,2.6352253712502716e-12
2103,2.2440021054256145,6.119967958382989e-05,5.033447636471067e-07,5.033447636471067e-07,5.033447636471067e-07,6.11995789143502e-05,-2.6347812820404215e-12,2.6347812820404215e-12,6.11995789143502e-05,-2.6347812820404215e-12,2.6347812820404215e-12,6.119957891435022e-05,-2.6347812820404215e-12,2.6347812820404215e-12,6.119957891435022e-05,-2.6347812820404215e-12,2.6347812820404215e-12
2104,2.2438762249069923,6.122485568764122e-05,5.033451988545323e-07,5.033451988545323e-07,5.033451988545323e-07,6.122475501807468e-05,-2.6347812820404215e-12,2.6347812820404215e-12,6.122475501807468e-05,-2.6347812820404215e-12,2.6347812820404215e-12,6.12247550180747e-05,-2.6343371928305714e-12,2.6343371928305714e-12,6.12247550180747e-05,-2.6343371928305714e-12,2.6343371928305714e-12
2105,2.2437503547680016,6.125002971552549e-05,5.033456296210659e-07,5.033456296210659e-07,5.033456296210659e-07,6.124992904587288e-05,-2.6343371928305714e-12,2.6343371928305714e-12,6.124992904587288e-05,-2.6343371928305714e-12,2.6343371928305714e-12,6.124992904587289e-05,-2.6343371928305714e-12,2.6343371928305714e-12,6.124992904587289e-05,-2.6343371928305714e-12,2.6343371928305714e-12
2106,2.2436244950034765,6.127520166851595e-05,5.033460568348858e-07,5.033460568348858e-07,5.033460568348858e-07,6.127510099877785e-05,-2.6347812820404215e-12,2.6347812820404215e-12,6.127510099877785e-05,-2.6347812820404215e-12,2.6347812820404215e-12,6.127510099877788e-05,-2.6343371928305714e-12,2.6343371928305714e-12,6.127510099877788e-05,-2.6343371928305714e-12,2.6343371928305714e-12
2107,2.2434986456082875,6.130037154763864e-05,5.033464831605272e-07,5.033464831605272e-07,5.033464831605272e-07,6.130027087781555e-05,-2.6347812820404215e-12,2.6347812820404215e-12,6.130027087781554e-05,-2.6352253712502716e-12,2.6352253712502716e-12,6.130027087781557e-05,-2.6347812820404215e-12,2.6347812820404215e-12,6.130027087781557e-05,-2.6347812820404215e-12,2.6347812820404215e-12
2108,2.243372806577335,6.132553935391381e-05,5.033469054893658e-07,5.033469054893658e-07,5.033469054893658e-07,6.132543868400611e-05,-2.6347812820404215e-12,2.6347812820404215e-12,6.132543868400611e-05,-2.6347812820404215e-12,2.6347812820404215e-12,6.132543868400613e-05,-2.6347812820404215e-12,2.6347812820404215e-12,6.132543868400613e-05,-2.6347812820404215e-12,2.6347812820404215e-12
2109,2.2432469779055406,6.135070508835683e-05,5.033473260418475e-07,5.033473260418475e-07,5.033473260418475e-07,6.135060441836487e-05,-2.6352253712502716e-12,2.6352253712502716e-12,6.135060441836487e-05,-2.6352253712502716e-12,2.6352253712502716e-12,6.135060441836489e-05,-2.6352253712502716e-12,2.6352253712502716e-12,6.135060441836489e-05,-2.6352253712502716e-12,2.6352253712502716e-12
2110,2.2431211595878495,6.137586875197893e-05,5.033477434857048e-07,5.033477434857048e-07,5.033477434857048e-07,6.137576808190301e-05,-2.6356694604601216e-12,2.6356694604601216e-12,6.137576808190301e-05,-2.6356694604601216e-12,2.6356694604601216e-12,6.137576808190303e-05,-2.6356694604601216e-12,2.6356694604601216e-12,6.137576808190303e-05,-2.6356694604601216e-12,2.6356694604601216e-12
2111,2.2429953516192236,6.14010303457877e-05,5.033481640381865e-07,5.033481640381865e-07,5.033481640381865e-07,6.14009296756281e-05,-2.6361135496699717e-12,2.6361135496699717e-12,6.14009296756281e-05,-2.6361135496699717e-12,2.6361135496699717e-12,6.140092967562811e-05,-2.6361135496699717e-12,2.6361135496699717e-12,6.140092967562811e-05,-2.6361135496699717e-12,2.6361135496699717e-12
2112,2.2428695539946415,6.14261898707875e-05,5.033485805938653e-07,5.033485805938653e-07,5.033485805938653e-07,6.142608920054446e-05,-2.6365576388798218e-12,2.6365576388798218e-12,6.142608920054444e-05,-2.6365576388798218e-12,2.6365576388798218e-12,6.142608920054447e-05,-2.6365576388798218e-12,2.6365576388798218e-12,6.142608920054447e-05,-2.6365576388798218e-12,2.6365576388798218e-12
2113,2.242743766709096,6.145134732797974e-05,5.03348996705455e-07,5.03348996705455e-07,5.03348996705455e-07,6.145124665765347e-05,-2.6365576388798218e-12,2.6365576388798218e-12,6.145124665765347e-05,-2.6365576388798218e-12,2.6365576388798218e-12,6.145124665765348e-05,-2.6365576388798218e-12,2.6365576388798218e-12,6.145124665765348e-05,-2.6365576388798218e-12,2.6365576388798218e-12
2114,2.2426179897575946,6.14765027183631e-05,5.033494092643309e-07,5.033494092643309e-07,5.033494092643309e-07,6.147640204795383e-05,-2.6365576388798218e-12,2.6365576388798218e-12,6.147640204795381e-05,-2.6365576388798218e-12,2.6365576388798218e-12,6.147640204795383e-05,-2.6365576388798218e-12,2.6365576388798218e-12,6.147640204795383e-05,-2.6365576388798218e-12,2.6365576388798218e-12
2115,2.2424922231351547,6.150165604293377e-05,5.033498235995637e-07,5.033498235995637e-07,5.033498235995637e-07,6.150155537244167e-05,-2.637001728089672e-12,2.637001728089672e-12,6.150155537244167e-05,-2.637001728089672e-12,2.637001728089672e-12,6.150155537244169e-05,-2.637001728089672e-12,2.637001728089672e-12,6.150155537244169e-05,-2.637001728089672e-12,2.637001728089672e-12
2116,2.2423664668368075,6.152680730268559e-05,5.033502383788857e-07,5.033502383788857e-07,5.033502383788857e-07,6.152670663211086e-05,-2.638333995719222e-12,2.638333995719222e-12,6.152670663211085e-05,-2.638333995719222e-12,2.638333995719222e-12,6.152670663211088e-05,-2.638333995719222e-12,2.638333995719222e-12,6.152670663211088e-05,-2.638333995719222e-12,2.638333995719222e-12
2117,2.2422407208575965,6.155195649861025e-05,5.033506478291372e-07,5.033506478291372e-07,5.033506478291372e-07,6.155185582795306e-05,-2.638333995719222e-12,2.638333995719222e-12,6.155185582795306e-05,-2.638333995719222e-12,2.638333995719222e-12,6.155185582795307e-05,-2.638333995719222e-12,2.638333995719222e-12,6.155185582795307e-05,-2.638333995719222e-12,2.638333995719222e-12
2118,2.242114985192572,6.157710363169736e-05,5.033510586116563e-07,5.033510586116563e-07,5.033510586116563e-07,6.157700296095786e-05,-2.639222174138922e-12,2.639222174138922e-12,6.157700296095786e-05,-2.639222174138922e-12,2.639222174138922e-12,6.157700296095788e-05,-2.639222174138922e-12,2.639222174138922e-12,6.157700296095788e-05,-2.639222174138922e-12,2.639222174138922e-12
2119,2.2419892598367963,6.16022487029346e-05,5.033514716146215e-07,5.033514716146215e-07,5.033514716146215e-07,6.160214803211295e-05,-2.639222174138922e-12,2.639222174138922e-12,6.160214803211295e-05,-2.639222174138922e-12,2.639222174138922e-12,6.160214803211297e-05,-2.639222174138922e-12,2.639222174138922e-12,6.160214803211297e-05,-2.639222174138922e-12,2.639222174138922e-12
2120,2.24186354478534,6.162739171330777e-05,5.033518797326053e-07,5.033518797326053e-07,5.033518797326053e-07,6.162729104240411e-05,-2.639666263348772e-12,2.639666263348772e-12,6.162729104240411e-05,-2.639666263348772e-12,2.639666263348772e-12,6.162729104240412e-05,-2.639666263348772e-12,2.639666263348772e-12,6.162729104240412e-05,-2.639666263348772e-12,2.639666263348772e-12
2121,2.2417378400332835,6.165253266380088e-05,5.033522874065e-07,5.033522874065e-07,5.033522874065e-07,6.165243199281537e-05,-2.6401103525586223e-12,2.6401103525586223e-12,6.165243199281537e-05,-2.6401103525586223e-12,2.6401103525586223e-12,6.165243199281539e-05,-2.639666263348772e-12,2.639666263348772e-12,6.165243199281539e-05,-2.639666263348772e-12,2.639666263348772e-12
2122,2.241612145575715,6.167767155539627e-05,5.033526977449299e-07,5.033526977449299e-07,5.033526977449299e-07,6.167757088432904e-05,-2.6401103525586223e-12,2.6401103525586223e-12,6.167757088432903e-05,-2.6401103525586223e-12,2.6401103525586223e-12,6.167757088432904e-05,-2.6401103525586223e-12,2.6401103525586223e-12,6.167757088432904e-05,-2.6401103525586223e-12,2.6401103525586223e-12
2123,2.241486461407731,6.170280838907458e-05,5.033531045306461e-07,5.033531045306461e-07,5.033531045306461e-07,6.170270771792577e-05,-2.6405544417684723e-12,2.6405544417684723e-12,6.170270771792575e-05,-2.6405544417684723e-12,2.6405544417684723e-12,6.170270771792578e-05,-2.6405544417684723e-12,2.6405544417684723e-12,6.170270771792578e-05,-2.6405544417684723e-12,2.6405544417684723e-12
2124,2.2413607875244357,6.172794316581493e-05,5.033535117604515e-07,5.033535117604515e-07,5.033535117604515e-07,6.172784249458465e-05,-2.6414426201881724e-12,2.6414426201881724e-12,6.172784249458465e-05,-2.6414426201881724e-12,2.6414426201881724e-12,6.172784249458466e-05,-2.6414426201881724e-12,2.6414426201881724e-12,6.172784249458466e-05,-2.6414426201881724e-12,2.6414426201881724e-12
2125,2.241235123920942,6.175307588659488e-05,5.033539172139001e-07,5.033539172139001e-07,5.033539172139001e-07,6.175297521528327e-05,-2.6418867093980225e-12,2.6418867093980225e-12,6.175297521528327e-05,-2.6418867093980225e-12,2.6418867093980225e-12,6.175297521528328e-05,-2.6418867093980225e-12,2.6418867093980225e-12,6.175297521528328e-05,-2.6418867093980225e-12,2.6418867093980225e-12
2126,2.2411094705923693,6.177820655239052e-05,5.033543226673487e-07,5.033543226673487e-07,5.033543226673487e-07,6.17781058809977e-05,-2.6423307986078726e-12,2.6423307986078726e-12,6.17781058809977e-05,-2.6423307986078726e-12,2.6423307986078726e-12,6.177810588099771e-05,-2.6423307986078726e-12,2.6423307986078726e-12,6.177810588099771e-05,-2.6423307986078726e-12,2.6423307986078726e-12
2127,2.2409838275338436,6.180333516417653e-05,5.033547298971541e-07,5.033547298971541e-07,5.033547298971541e-07,6.18032344927026e-05,-2.6436630662374228e-12,2.6436630662374228e-12,6.18032344927026e-05,-2.6436630662374228e-12,2.6436630662374228e-12,6.180323449270262e-05,-2.6436630662374228e-12,2.6436630662374228e-12,6.180323449270262e-05,-2.6436630662374228e-12,2.6436630662374228e-12
2128,2.2408581947405,6.182846172292616e-05,5.033551322419783e-07,5.033551322419783e-07,5.033551322419783e-07,6.182836105137123e-05,-2.644107155447273e-12,2.644107155447273e-12,6.182836105137123e-05,-2.644107155447273e-12,2.644107155447273e-12,6.182836105137125e-05,-2.644107155447273e-12,2.644107155447273e-12,6.182836105137125e-05,-2.644107155447273e-12,2.644107155447273e-12
2129,2.240732572207479,6.185358622961131e-05,5.033555350308916e-07,5.033555350308916e-07,5.033555350308916e-07,6.18534855579755e-05,-2.6436630662374228e-12,2.6436630662374228e-12,6.18534855579755e-05,-2.6436630662374228e-12,2.6436630662374228e-12,6.185348555797552e-05,-2.6436630662374228e-12,2.6436630662374228e-12,6.185348555797552e-05,-2.6436630662374228e-12,2.6436630662374228e-12
2130,2.240606959929926,6.187870868520257e-05,5.03355940040251e-07,5.03355940040251e-07,5.03355940040251e-07,6.187860801348597e-05,-2.644551244657123e-12,2.644551244657123e-12,6.187860801348597e-05,-2.644551244657123e-12,2.644551244657123e-12,6.187860801348599e-05,-2.644551244657123e-12,2.644551244657123e-12,6.187860801348599e-05,-2.644551244657123e-12,2.644551244657123e-12
2131,2.240481357902996,6.19038290906692e-05,5.033563428291643e-07,5.033563428291643e-07,5.033563428291643e-07,6.190372841887195e-05,-2.644551244657123e-12,2.644551244657123e-12,6.190372841887194e-05,-2.644551244657123e-12,2.644551244657123e-12,6.190372841887197e-05,-2.644551244657123e-12,2.644551244657123e-12,6.190372841887197e-05,-2.644551244657123e-12,2.644551244657123e-12
2132,2.2403557661218487,6.192894744697924e-05,5.033567456180776e-07,5.033567456180776e-07,5.033567456180776e-07,6.192884677510142e-05,-2.644551244657123e-12,2.644551244657123e-12,6.192884677510142e-05,-2.644551244657123e-12,2.644551244657123e-12,6.192884677510143e-05,-2.644551244657123e-12,2.644551244657123e-12,6.192884677510143e-05,-2.644551244657123e-12,2.644551244657123e-12
2133,2.240230184581649,6.195406375509945e-05,5.03357148406991e-07,5.03357148406991e-07,5.03357148406991e-07,6.195396308314117e-05,-2.645439423076823e-12,2.645439423076823e-12,6.195396308314117e-05,-2.645439423076823e-12,2.645439423076823e-12,6.195396308314119e-05,-2.645439423076823e-12,2.645439423076823e-12,6.195396308314119e-05,-2.645439423076823e-12,2.645439423076823e-12
2134,2.240104613277571,6.19791780159954e-05,5.033575480872798e-07,5.033575480872798e-07,5.033575480872798e-07,6.197907734395676e-05,-2.645439423076823e-12,2.645439423076823e-12,6.197907734395676e-05,-2.645439423076823e-12,2.645439423076823e-12,6.197907734395677e-05,-2.645439423076823e-12,2.645439423076823e-12,6.197907734395677e-05,-2.645439423076823e-12,2.645439423076823e-12
2135,2.2399790522047915,6.200429023063146e-05,5.03357950432104e-07,5.03357950432104e-07,5.03357950432104e-07,6.200418955851255e-05,-2.645883512286673e-12,2.645883512286673e-12,6.200418955851255e-05,-2.645883512286673e-12,2.645883512286673e-12,6.200418955851256e-05,-2.645883512286673e-12,2.645883512286673e-12,6.200418955851256e-05,-2.645883512286673e-12,2.645883512286673e-12
2136,2.2398535013584953,6.202940039997084e-05,5.033583492242144e-07,5.033583492242144e-07,5.033583492242144e-07,6.202929972777175e-05,-2.646327601496523e-12,2.646327601496523e-12,6.202929972777175e-05,-2.646327601496523e-12,2.646327601496523e-12,6.202929972777176e-05,-2.646327601496523e-12,2.646327601496523e-12,6.202929972777176e-05,-2.646327601496523e-12,2.646327601496523e-12
2137,2.2397279607338714,6.205450852497559e-05,5.033587493485925e-07,5.033587493485925e-07,5.033587493485925e-07,6.205440785269641e-05,-2.646771690706373e-12,2.646771690706373e-12,6.205440785269641e-05,-2.646771690706373e-12,2.646771690706373e-12,6.205440785269643e-05,-2.646771690706373e-12,2.646771690706373e-12,6.205440785269643e-05,-2.646771690706373e-12,2.646771690706373e-12
2138,2.2396024303261153,6.207961460660663e-05,5.033591490288813e-07,5.033591490288813e-07,5.033591490288813e-07,6.207951393424747e-05,-2.6476598691260733e-12,2.6476598691260733e-12,6.207951393424747e-05,-2.6476598691260733e-12,2.6476598691260733e-12,6.207951393424748e-05,-2.6476598691260733e-12,2.6476598691260733e-12,6.207951393424748e-05,-2.6476598691260733e-12,2.6476598691260733e-12
2139,2.239476910130429,6.210471864582377e-05,5.033595491532594e-07,5.033595491532594e-07,5.033595491532594e-07,6.210461797338473e-05,-2.6476598691260733e-12,2.6476598691260733e-12,6.210461797338473e-05,-2.6476598691260733e-12,2.6476598691260733e-12,6.210461797338475e-05,-2.6476598691260733e-12,2.6476598691260733e-12,6.210461797338475e-05,-2.6476598691260733e-12,2.6476598691260733e-12
2140,2.239351400142018,6.212982064358575e-05,5.033599470571914e-07,5.033599470571914e-07,5.033599470571914e-07,6.212971997106691e-05,-2.6481039583359234e-12,2.6481039583359234e-12,6.212971997106691e-05,-2.6481039583359234e-12,2.6481039583359234e-12,6.212971997106692e-05,-2.6476598691260733e-12,2.6476598691260733e-12,6.212971997106692e-05,-2.6476598691260733e-12,2.6476598691260733e-12
2141,2.239225900356093,6.21549206008502e-05,5.033603445170343e-07,5.033603445170343e-07,5.033603445170343e-07,6.215481992825164e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.215481992825164e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.215481992825165e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.215481992825165e-05,-2.6489921367556235e-12,2.6489921367556235e-12
2142,2.2391004107678736,6.21800185185737e-05,5.033607437532339e-07,5.033607437532339e-07,5.033607437532339e-07,6.217991784589551e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.217991784589551e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.217991784589552e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.217991784589552e-05,-2.6489921367556235e-12,2.6489921367556235e-12
2143,2.2389749313725806,6.220511439771177e-05,5.033611398808091e-07,5.033611398808091e-07,5.033611398808091e-07,6.220501372495404e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.220501372495403e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.220501372495405e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.220501372495405e-05,-2.6494362259654736e-12,2.6494362259654736e-12
2144,2.238849462165443,6.223020823921888e-05,5.033615368965627e-07,5.033615368965627e-07,5.033615368965627e-07,6.22301075663817e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.22301075663817e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.223010756638171e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.223010756638171e-05,-2.6489921367556235e-12,2.6489921367556235e-12
2145,2.238724003141691,6.225530004404852e-05,5.033619339123163e-07,5.033619339123163e-07,5.033619339123163e-07,6.225519937113197e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.225519937113197e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.225519937113198e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.225519937113198e-05,-2.6494362259654736e-12,2.6494362259654736e-12
