time_s,mean_moisture,cumulative_loss_trapezoid,B_trapezoid_signed,B_trapezoid_abs,q2_mass_balance_residual,cumulative_loss_gl4,B_gl4_signed,B_gl4_abs,cumulative_loss_gl8,B_gl8_signed,B_gl8_abs,cumulative_loss_gl16,B_gl16_signed,B_gl16_abs,cumulative_loss_gl32,B_gl32_signed,B_gl32_abs
8771,1.54790437781108,0.00020041922518438586,5.037330104151749e-07,5.037330104151749e-07,5.037330104151749e-07,0.00020041912443586943,-9.5732310967378e-12,9.5732310967378e-12,0.00020041912443586943,-9.5732310967378e-12,9.5732310967378e-12,0.00020041912443586945,-9.5732310967378e-12,9.5732310967378e-12,0.00020041912443586948,-9.5732310967378e-12,9.5732310967378e-12
8772,1.547817885595489,0.00020043652362750585,5.037330201851375e-07,5.037330201851375e-07,5.037330201851375e-07,0.00020043642287898816,-9.5705665614787e-12,9.5705665614787e-12,0.00020043642287898816,-9.5705665614787e-12,9.5705665614787e-12,0.0002004364228789882,-9.5705665614787e-12,9.5705665614787e-12,0.0002004364228789882,-9.5705665614787e-12,9.5705665614787e-12
8773,1.5477313978901666,0.00020045382116857244,5.03733029511011e-07,5.03733029511011e-07,5.03733029511011e-07,0.000200453720420053,-9.568790204639299e-12,9.568790204639299e-12,0.000200453720420053,-9.568790204639299e-12,9.568790204639299e-12,0.00020045372042005303,-9.568790204639299e-12,9.568790204639299e-12,0.00020045372042005303,-9.568790204639299e-12,9.568790204639299e-12
8774,1.5476449146950062,0.0002004711178076069,5.037330415014196e-07,5.037330415014196e-07,5.037330415014196e-07,0.00020047101705908518,-9.567902026219599e-12,9.567902026219599e-12,0.00020047101705908518,-9.567902026219599e-12,9.567902026219599e-12,0.0002004710170590852,-9.567902026219599e-12,9.567902026219599e-12,0.0002004710170590852,-9.567902026219599e-12,9.567902026219599e-12
8775,1.5475584360098733,0.00020048841354463638,5.037330557122743e-07,5.037330557122743e-07,5.037330557122743e-07,0.00020048831279611198,-9.567013847799899e-12,9.567013847799899e-12,0.00020048831279611198,-9.567013847799899e-12,9.567013847799899e-12,0.000200488312796112,-9.567013847799899e-12,9.567013847799899e-12,0.000200488312796112,-9.567013847799899e-12,9.567013847799899e-12
8776,1.547471961834607,0.0002005057083796933,5.037330730317535e-07,5.037330730317535e-07,5.037330730317535e-07,0.00020050560763116578,-9.564349312540799e-12,9.564349312540799e-12,0.00020050560763116578,-9.564349312540799e-12,9.564349312540799e-12,0.0002005056076311658,-9.564349312540799e-12,9.564349312540799e-12,0.00020050560763116583,-9.564349312540799e-12,9.564349312540799e-12
8777,1.5473854921690193,0.00020052300231281474,5.03733093015768e-07,5.03733093015768e-07,5.03733093015768e-07,0.0002005229015642838,-9.561684777281698e-12,9.561684777281698e-12,0.0002005229015642838,-9.561684777281698e-12,9.561684777281698e-12,0.00020052290156428383,-9.561684777281698e-12,9.561684777281698e-12,0.00020052290156428383,-9.561684777281698e-12,9.561684777281698e-12
8778,1.547299027012907,0.0002005402953440419,5.037331169965853e-07,5.037331169965853e-07,5.037331169965853e-07,0.00020054019459550722,-9.557243885183198e-12,9.557243885183198e-12,0.00020054019459550722,-9.557243885183198e-12,9.557243885183198e-12,0.00020054019459550724,-9.557243885183198e-12,9.557243885183198e-12,0.00020054019459550724,-9.557243885183198e-12,9.557243885183198e-12
8779,1.5472125663660405,0.00020055758747341973,5.037331400892242e-07,5.037331400892242e-07,5.037331400892242e-07,0.00020055748672488102,-9.554579349924097e-12,9.554579349924097e-12,0.00020055748672488102,-9.554579349924097e-12,9.554579349924097e-12,0.00020055748672488105,-9.554579349924097e-12,9.554579349924097e-12,0.00020055748672488105,-9.554579349924097e-12,9.554579349924097e-12
8780,1.547126110228181,0.00020057487870099656,5.0373316495822e-07,5.0373316495822e-07,5.0373316495822e-07,0.00020057477795245356,-9.551470725455147e-12,9.551470725455147e-12,0.00020057477795245356,-9.551470725455147e-12,9.551470725455147e-12,0.0002005747779524536,-9.551026636245297e-12,9.551026636245297e-12,0.0002005747779524536,-9.551026636245297e-12,9.551026636245297e-12
