time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
35.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998537,2.549999999948825,2.5499999875379693,2.5499980094347516,2.5498114427531053,2.5409804261172866,2.383668758697987
36.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999794,2.5499999999322074,2.5499999844089736,2.5499976458148943,2.549788883308621,2.540411935565057,2.3807852585557785
37.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997134,2.549999999910974,2.5499999806316564,2.549997230816251,2.5497645177316386,2.5398295966911375,2.3779539628977324
38.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999605,2.5499999998840512,2.54999997609934,2.549996759299042,2.549738277424289,2.5392338300758945,2.3751727239085314
39.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999461,2.549999999850162,2.5499999706923187,2.5499962258337328,2.5497100952235727,2.538625052873717,2.37243951066852
40.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999272,2.549999999807796,2.549999964276845,2.549995624701065,2.549679905503616,2.538003677936215,2.3697524019185088
41.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999990246,2.5499999997551788,2.549999956704094,2.549994949892892,2.5496476442671976,2.537370113050306,2.367109579305809
42.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999987026,2.5499999996902343,2.5499999478091016,2.5499941951137965,2.5496132492270087,2.536724760280279,2.3645093210779398
43.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999999,2.5499999999982887,2.549999999610547,2.5499999374096856,2.549993353783449,2.5495766598770895,2.5360680154038153,2.3619499961929016
44.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999954,2.5499999999977594,2.5499999995133185,2.54999992530535,2.549992419039689,2.5495378175549153,2.53540026743284,2.3594300588171317
45.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999992,2.549999999997086,2.549999999395323,2.549999911276181,2.54999138374229,2.549496665494623,2.5347218982108646,2.3569480431843344
46.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999883,2.549999999996236,2.549999999252857,2.5499998950817275,2.5499902404773716,2.549453148871836,2.5340332820791875,2.3545025587903035
47.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999843,2.5499999999951677,2.5499999990816846,2.54999987645988,2.5499889815624304,2.5494072148405675,2.533334785605013,2.352092285900631
48.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999977,2.549999999993834,2.549999998876982,2.549999855125746,2.5499875990519456,2.549358812562676,2.532626767365135,2.3497159713498483
49.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999696,2.549999999992177,2.5499999986332735,2.549999830770522,2.549986084743528,2.549307893230327,2.5319095777794134,2.347372424612059
50.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999959,2.54999999999013,2.5499999983443704,2.549999803060375,2.5499844301845744,2.5492544100819154,2.5311835589887717,2.3450605141245573
51.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999456,2.5499999999876133,2.5499999980032975,2.5499997716353264,2.5499826266793875,2.549198318411889,2.530449044772915,2.342779163847232
52.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999288,2.5499999999845335,2.54999999760222,2.549999736108145,2.549980665296725,2.549139575574895,2.5297063605034156,2.3405273500417536
