time_s,r_0_cm,r_0.5_cm,r_1_cm,r_1.5_cm,r_2_cm
100.0,28.00005432003505,28.000349281035174,28.004040715935055,28.032616417699344,28.179675678735684
300.0,28.040799639268645,28.063478064543727,28.151326387550927,28.367874270697584,28.848352498154462
600.0,28.453282683172905,28.535963432242877,28.803819266568873,29.315700799082936,30.16492032276107
900.0,29.32420234686117,29.458142766382885,29.875306073968954,30.615955267272035,31.73019851801647
1200.0,30.54260714184497,30.709648044815484,31.222202567095064,32.11238063446684,33.42742123100172
1500.0,31.995603241382288,32.186612196484305,32.76588922640425,33.74616203248953,35.12026945780729
1800.0,33.575238626414155,33.77189880630531,34.36406045543588,35.36201444439064,36.78546238309726
