time_s,r_0_cm,r_0.5_cm,r_1_cm,r_1.5_cm,r_2_cm
1800.0,32.18924463741961,32.38211420520654,32.96594010780599,33.96077897221195,35.41302009997157
3600.0,40.38156671562633,40.55356598260621,41.060483789846764,41.878218237965015,42.99760894222359
5400.0,45.846755028457885,45.93480607050181,46.192953449676935,46.605074236754795,47.14004991442402
7200.0,48.45023538895534,48.48806039133322,48.59844466041313,48.773550337693074,49.00332433914304
9000.0,49.46698061483798,49.479220045643,49.5136497223,49.56533143599323,49.66091050481075
10800.0,49.849495585177436,49.85534068851621,49.87461222230585,49.91014776704253,49.966412935738234
