time_s,r_0_cm,r_0.5_cm,r_1_cm,r_1.5_cm,r_2_cm
1800.0,2.549934100065531,2.5488838505611704,2.5255580376472295,2.3257039662505496,1.6486177687543648
3600.0,2.5257376109276213,2.494786939689724,2.3578191645274282,2.022963614111491,1.4710935926471298
5400.0,2.386064260475606,2.3256365710322746,2.1344088083337005,1.8020169937697978,1.3475672861885617
7200.0,2.170851542488559,2.1084339031533377,1.923628420651278,1.6259387424166325,1.2310926233897495
9000.0,1.956641757085436,1.9005972877018706,1.7359800612789922,1.4719871905033475,1.1166476319732577
10800.0,1.7661771011361722,1.7165330147887112,1.5701979974531157,1.3332634261480667,1.008123122878544
