time_s,temperature_C,moisture_kg_per_kg
1974.0,42.231899999999996,0.034426
1975.0,42.23708333333333,0.03443333333333334
1976.0,42.242266666666666,0.03444066666666667
1977.0,42.24745,0.034448
1978.0,42.25263333333333,0.03445533333333333
1979.0,42.25781666666666,0.03446266666666667
1980.0,42.263,0.03447
1981.0,42.268433333333334,0.034474833333333336
1982.0,42.27386666666666,0.034479666666666665
1983.0,42.2793,0.0344845
1984.0,42.28473333333333,0.03448933333333334
1985.0,42.290166666666664,0.034494166666666666
1986.0,42.2956,0.034499
1987.0,42.30103333333333,0.03450383333333333
1988.0,42.306466666666665,0.03450866666666667
1989.0,42.3119,0.0345135
1990.0,42.31733333333333,0.03451833333333333
1991.0,42.322766666666666,0.03452316666666667
1992.0,42.328199999999995,0.034528
1993.0,42.33363333333333,0.03453283333333333
1994.0,42.33906666666667,0.03453766666666667
1995.0,42.3445,0.034542500000000004
1996.0,42.34993333333333,0.03454733333333333
1997.0,42.35536666666666,0.03455216666666667
1998.0,42.3608,0.034557
1999.0,42.366233333333334,0.03456183333333333
2000.0,42.37166666666666,0.03456666666666667
2001.0,42.3771,0.0345715
2002.0,42.382533333333335,0.034576333333333334
2003.0,42.387966666666664,0.03458116666666667
2004.0,42.3934,0.034586
2005.0,42.39883333333333,0.034590833333333335
2006.0,42.404266666666665,0.03459566666666666
2007.0,42.4097,0.0346005
2008.0,42.41513333333333,0.034605333333333335
2009.0,42.420566666666666,0.034610166666666664
2010.0,42.426,0.034615
2011.0,42.43143333333333,0.034619833333333336
2012.0,42.43686666666667,0.034624666666666665
2013.0,42.442299999999996,0.0346295
2014.0,42.44773333333333,0.034634333333333336
2015.0,42.45316666666667,0.034639166666666665
2016.0,42.4586,0.034644
2017.0,42.46403333333333,0.03464883333333333
2018.0,42.46946666666666,0.034653666666666666
2019.0,42.4749,0.0346585
2020.0,42.480333333333334,0.03466333333333333
2021.0,42.48576666666666,0.03466816666666667
2022.0,42.4912,0.034673
2023.0,42.496633333333335,0.03467783333333333
2024.0,42.502066666666664,0.03468266666666667
2025.0,42.5075,0.034687499999999996
2026.0,42.51293333333333,0.03469233333333333
2027.0,42.518366666666665,0.03469716666666667
2028.0,42.5238,0.034702
2029.0,42.52923333333333,0.03470683333333333
2030.0,42.534666666666666,0.03471166666666667
2031.0,42.540099999999995,0.0347165
2032.0,42.54553333333333,0.03472133333333333
2033.0,42.55096666666667,0.03472616666666667
2034.0,42.5564,0.034731
2035.0,42.56183333333333,0.034735833333333334
2036.0,42.56726666666667,0.03474066666666666
2037.0,42.5727,0.0347455
2038.0,42.578133333333334,0.034750333333333334
2039.0,42.58356666666666,0.03475516666666666
2040.0,42.589,0.03476
2041.0,42.5916,0.03476616666666667
2042.0,42.5942,0.034772333333333336
2043.0,42.5968,0.0347785
2044.0,42.599399999999996,0.034784666666666665
2045.0,42.602,0.03479083333333333
2046.0,42.6046,0.034797
2047.0,42.6072,0.03480316666666666
2048.0,42.6098,0.03480933333333333
2049.0,42.6124,0.0348155
2050.0,42.614999999999995,0.03482166666666667
2051.0,42.617599999999996,0.034827833333333336
2052.0,42.6202,0.034834
2053.0,42.6228,0.034840166666666665
2054.0,42.6254,0.03484633333333333
2055.0,42.628,0.0348525
2056.0,42.6306,0.03485866666666667
2057.0,42.633199999999995,0.03486483333333333
2058.0,42.635799999999996,0.034871
2059.0,42.6384,0.03487716666666667
2060.0,42.641,0.034883333333333336
2061.0,42.6436,0.0348895
2062.0,42.6462,0.034895666666666665
2063.0,42.6488,0.03490183333333333
2064.0,42.651399999999995,0.034908
2065.0,42.653999999999996,0.03491416666666667
2066.0,42.6566,0.03492033333333333
2067.0,42.6592,0.0349265
2068.0,42.6618,0.03493266666666667
2069.0,42.6644,0.034938833333333336
2070.0,42.667,0.034945000000000004
2071.0,42.669599999999996,0.034951166666666665
2072.0,42.6722,0.03495733333333333
2073.0,42.6748,0.0349635
2074.0,42.6774,0.03496966666666667
2075.0,42.68,0.03497583333333333
2076.0,42.6826,0.034982
2077.0,42.685199999999995,0.03498816666666667
2078.0,42.687799999999996,0.034994333333333336
2079.0,42.6904,0.035000500000000004
2080.0,42.693,0.035006666666666665
2081.0,42.6956,0.03501283333333333
2082.0,42.6982,0.035019
2083.0,42.7008,0.03502516666666667
2084.0,42.703399999999995,0.03503133333333333
2085.0,42.705999999999996,0.0350375
2086.0,42.7086,0.03504366666666667
2087.0,42.7112,0.035049833333333336
2088.0,42.7138,0.035056000000000004
2089.0,42.7164,0.035062166666666665
2090.0,42.718999999999994,0.03506833333333333
2091.0,42.721599999999995,0.0350745
2092.0,42.724199999999996,0.03508066666666667
2093.0,42.7268,0.03508683333333334
2094.0,42.7294,0.035093
2095.0,42.732,0.03509916666666667
2096.0,42.7346,0.035105333333333336
2097.0,42.737199999999994,0.035111500000000004
2098.0,42.739799999999995,0.035117666666666665
2099.0,42.742399999999996,0.03512383333333333
2100.0,42.745,0.03513
2101.0,42.748999999999995,0.0351375
2102.0,42.753,0.035145
2103.0,42.757,0.0351525
2104.0,42.760999999999996,0.035160000000000004
2105.0,42.765,0.035167500000000004
2106.0,42.769,0.035175
2107.0,42.772999999999996,0.0351825
2108.0,42.777,0.03519
2109.0,42.781,0.0351975
2110.0,42.785,0.035205
2111.0,42.788999999999994,0.0352125
2112.0,42.793,0.03522
2113.0,42.797,0.0352275
2114.0,42.800999999999995,0.035235
2115.0,42.805,0.0352425
2116.0,42.809,0.035250000000000004
2117.0,42.812999999999995,0.035257500000000004
2118.0,42.817,0.035265000000000005
2119.0,42.821,0.0352725
2120.0,42.824999999999996,0.03528
2121.0,42.829,0.0352875
2122.0,42.833,0.035295
2123.0,42.836999999999996,0.0353025
2124.0,42.841,0.03531
2125.0,42.845,0.0353175
2126.0,42.849,0.035325
2127.0,42.853,0.0353325
2128.0,42.857,0.03534
2129.0,42.861,0.035347500000000004
2130.0,42.864999999999995,0.035355
2131.0,42.869,0.0353625
2132.0,42.873,0.03537
