time_s,time_h,D_center_m2_s,D_half_radius_m2_s,D_surface_m2_s
44220.0,12.283333333333333,5.831342548096709e-09,5.106144288021895e-09,9.086389216000026e-10
44280.0,12.3,5.822036584583527e-09,5.097141932124346e-09,9.015443082966764e-10
44340.0,12.316666666666666,5.812748756352845e-09,5.088160481847721e-09,8.944988876301804e-10
44400.0,12.333333333333334,5.8034790586983e-09,5.079199915414017e-09,8.875024774756834e-10
44460.0,12.35,5.794227486691325e-09,5.070260210765304e-09,8.805548949828244e-10
44520.0,12.366666666666667,5.784994034691041e-09,5.061341345212483e-09,8.736559529700283e-10
44580.0,12.383333333333333,5.77577869735297e-09,5.052443296300625e-09,8.668054655764928e-10
44640.0,12.4,5.766581468567416e-09,5.04356604075378e-09,8.600032446995544e-10
44700.0,12.416666666666666,5.757402342067451e-09,5.034709555161799e-09,8.532491004017263e-10
44760.0,12.433333333333334,5.748241311260072e-09,5.025873815772847e-09,8.465428414097274e-10
44820.0,12.45,5.739098369241051e-09,5.017058798512286e-09,8.398842750025881e-10
44880.0,12.466666666666667,5.729973508802562e-09,5.008264478992727e-09,8.332732070445607e-10
44940.0,12.483333333333333,5.720866722433763e-09,4.999490832515419e-09,8.267094420309797e-10
45000.0,12.5,5.711778002322791e-09,4.990737834073271e-09,8.20192783100289e-10
45060.0,12.516666666666667,5.702707340444191e-09,4.982005458393745e-09,8.137230328488107e-10
45120.0,12.533333333333333,5.693654728102927e-09,4.973293679640051e-09,8.072999899942135e-10
45180.0,12.55,5.684620156934916e-09,4.964602472249704e-09,8.009234547442983e-10
45240.0,12.566666666666666,5.67560361778869e-09,4.955931809821762e-09,7.945932252777984e-10
45300.0,12.583333333333334,5.666605101400637e-09,4.947281665882321e-09,7.883090982437103e-10
45360.0,12.6,5.657624598199671e-09,4.938652013644801e-09,7.820708692311313e-10
45420.0,12.616666666666667,5.64866209832489e-09,4.930042826032251e-09,7.758783326508814e-10
45480.0,12.633333333333333,5.639717591633226e-09,4.92145407568733e-09,7.697312817732664e-10
45540.0,12.65,5.63079106769987e-09,4.912885734973415e-09,7.636295087746296e-10
45600.0,12.666666666666666,5.621882515820396e-09,4.904337775977744e-09,7.575728047499797e-10
45660.0,12.683333333333334,5.612991925084829e-09,4.895810170535584e-09,7.515609604419749e-10
45720.0,12.7,5.6041192839568776e-09,4.8873028899841174e-09,7.455937632034987e-10
45780.0,12.716666666666667,5.595264581269621e-09,4.8788159059794085e-09,7.396710020493694e-10
45840.0,12.733333333333333,5.5864278050414866e-09,4.870349189315155e-09,7.337924641791517e-10
45900.0,12.75,5.577608943225816e-09,4.861902710774775e-09,7.279579355908143e-10
45960.0,12.766666666666667,5.568807983487468e-09,4.853476440857911e-09,7.221672015074288e-10
46020.0,12.783333333333333,5.560024913222813e-09,4.845070349805491e-09,7.164200462542137e-10
46080.0,12.8,5.55125971956761e-09,4.836684407609929e-09,7.107162532998573e-10
46140.0,12.816666666666666,5.542512389397203e-09,4.828318584015831e-09,7.050556053027578e-10
46200.0,12.833333333333334,5.533782909328783e-09,4.819972848523278e-09,6.994378841237871e-10
46260.0,12.85,5.525071265781276e-09,4.811647170392642e-09,6.938628714618037e-10
46320.0,12.866666666666667,5.51637744459065e-09,4.803341518450935e-09,6.883303461383939e-10
46380.0,12.883333333333333,5.5077014320049475e-09,4.7950558618935e-09,6.828400888079088e-10
46440.0,12.9,5.499043213424643e-09,4.786790169022336e-09,6.773918785162912e-10
46500.0,12.916666666666666,5.4904027742339e-09,4.778544408192886e-09,6.719854934503871e-10
46560.0,12.933333333333334,5.48178009954775e-09,4.770318547505496e-09,6.666207113088772e-10
46620.0,12.95,5.473175174233774e-09,4.762112554832405e-09,6.612973091760366e-10
46680.0,12.966666666666667,5.464587982920466e-09,4.753926397828489e-09,6.560150635655175e-10
46740.0,12.983333333333333,5.456018509997121e-09,4.745760043931429e-09,6.507737504651726e-10
46800.0,13.0,5.447466739616213e-09,4.737613460365139e-09,6.455731453494981e-10
46860.0,13.016666666666667,5.438932655738406e-09,4.729486614124775e-09,6.404130237160666e-10
46920.0,13.033333333333333,5.43041624178432e-09,4.721379471834674e-09,6.352931587075915e-10
46980.0,13.05,5.4219174816341046e-09,4.713292000542249e-09,6.30213325465923e-10
47040.0,13.066666666666666,5.413436358281301e-09,4.705224166363112e-09,6.251732977167912e-10
47100.0,13.083333333333334,5.404972854753329e-09,4.697175935530566e-09,6.2017284867425e-10
47160.0,13.1,5.396526953828185e-09,4.689147274051262e-09,6.152117513452437e-10
47220.0,13.116666666666667,5.388098638057e-09,4.681138147733046e-09,6.10289778400715e-10
47280.0,13.133333333333333,5.3796878897731374e-09,4.673148522196569e-09,6.054067022209183e-10
47340.0,13.15,5.371294691091723e-09,4.66517836287487e-09,6.005622949377722e-10
47400.0,13.166666666666666,5.362919023912113e-09,4.657227635016874e-09,5.957563284465028e-10
47460.0,13.183333333333334,5.3545608699473914e-09,4.649296303652325e-09,5.909885748397154e-10
47520.0,13.2,5.346220210412568e-09,4.641384333499783e-09,5.862588043735111e-10
47580.0,13.216666666666667,5.3378970270348265e-09,4.633491689761321e-09,5.815667894616673e-10
47640.0,13.233333333333333,5.329591300609192e-09,4.625618336660989e-09,5.769123012729253e-10
47700.0,13.25,5.321303012015825e-09,4.617764238604774e-09,5.722951108070032e-10
47760.0,13.266666666666667,5.313032141905592e-09,4.609929359800226e-09,5.67714989124931e-10
47820.0,13.283333333333333,5.304778670722402e-09,4.602113664283866e-09,5.631717072173823e-10
47880.0,13.3,5.296542578713419e-09,4.594317115934013e-09,5.586650360508534e-10
47940.0,13.316666666666666,5.288323845928128e-09,4.586539678469725e-09,5.541947466065311e-10
48000.0,13.333333333333334,5.280122452220874e-09,4.578781315454336e-09,5.4976060989072e-10
48060.0,13.35,5.271938377264315e-09,4.571041990240143e-09,5.45362397265722e-10
48120.0,13.366666666666667,5.263771600273533e-09,4.5633216659242955e-09,5.409998787582129e-10
48180.0,13.383333333333333,5.255622101034e-09,4.555620306153931e-09,5.366728267000937e-10
48240.0,13.4,5.247489858346771e-09,4.5479378735440935e-09,5.323810123229219e-10
48300.0,13.416666666666666,5.2393748511499185e-09,4.540274330955405e-09,5.281242070177158e-10
48360.0,13.433333333333334,5.231277058172822e-09,4.5326296410780806e-09,5.239021824864624e-10
48420.0,13.45,5.223196457957036e-09,4.525003766457362e-09,5.197147106068232e-10
48480.0,13.466666666666667,5.215133028867935e-09,4.517396669507986e-09,5.155615634787097e-10
48540.0,13.483333333333333,5.207086749093241e-09,4.509808312512347e-09,5.114425134588604e-10
48600.0,13.5,5.199057596645657e-09,4.502238657624086e-09,5.073573331696443e-10
48660.0,13.516666666666667,5.1910455493597916e-09,4.494687666792556e-09,5.033057957284032e-10
48720.0,13.533333333333333,5.183050584651185e-09,4.487155301763737e-09,4.992876733881253e-10
48780.0,13.55,5.175072680569908e-09,4.479641524906353e-09,4.953027408408221e-10
48840.0,13.566666666666666,5.167111814122573e-09,4.472146297495227e-09,4.913507717930379e-10
48900.0,13.583333333333334,5.15916796250459e-09,4.464669581112898e-09,4.87431540415398e-10
48960.0,13.6,5.151241102724689e-09,4.4572113372004555e-09,4.835448214143143e-10
49020.0,13.616666666666667,5.143331211620816e-09,4.449771527076773e-09,4.796903898963107e-10
49080.0,13.633333333333333,5.1354382658753645e-09,4.442350111957023e-09,4.758680214169158e-10
49140.0,13.65,5.127562242012728e-09,4.4349470529498544e-09,4.72077491996199e-10
49200.0,13.666666666666666,5.119703116401247e-09,4.4275623110601545e-09,4.683185781289005e-10
49260.0,13.683333333333334,5.111860865234046e-09,4.420195847093995e-09,4.64591056928784e-10
49320.0,13.7,5.104035464321133e-09,4.412847621701033e-09,4.6089470507517554e-10
49380.0,13.716666666666667,5.096226890177418e-09,4.405517596232817e-09,4.572293018043337e-10
49440.0,13.733333333333333,5.088435118208563e-09,4.3982057308777715e-09,4.535946254506569e-10
49500.0,13.75,5.080660124060649e-09,4.390911986192486e-09,4.49990455088381e-10
49560.0,13.766666666666667,5.072901883214978e-09,4.3836363226201e-09,4.464165705267771e-10
49620.0,13.783333333333333,5.065160370999222e-09,4.376378700503761e-09,4.4287275216541413e-10
49680.0,13.8,5.05743556260471e-09,4.3691390801073326e-09,4.3935878104352067e-10
49740.0,13.816666666666666,5.049727433083612e-09,4.36191742161215e-09,4.3587443885234226e-10
49800.0,13.833333333333334,5.042035957350826e-09,4.354713685119624e-09,4.324195079423181e-10
49860.0,13.85,5.034361110147701e-09,4.347527830536347e-09,4.289937713744777e-10
49920.0,13.866666666666667,5.02670286586547e-09,4.3403598176540915e-09,4.2559701215965146e-10
49980.0,13.883333333333333,5.019061199677024e-09,4.3332096070521015e-09,4.222290159654049e-10
50040.0,13.9,5.011436085573724e-09,4.326077158070366e-09,4.1888956761034716e-10
50100.0,13.916666666666666,5.003827497837958e-09,4.318962430474808e-09,4.155784528930902e-10
50160.0,13.933333333333334,4.996235410610066e-09,4.3118653839460995e-09,4.122954585168449e-10
50220.0,13.95,4.988659797892838e-09,4.3047859780850755e-09,4.090403719335471e-10
50280.0,13.966666666666667,4.98110063357113e-09,4.297724172436086e-09,4.058129813936016e-10
50340.0,13.983333333333333,4.973557891408711e-09,4.290679926483179e-09,4.0261307595469187e-10
50400.0,14.0,4.966031545050064e-09,4.283653199652665e-09,3.9944044548622445e-10
50460.0,14.016666666666667,4.958521567966926e-09,4.276643951178838e-09,3.9629488063525094e-10
50520.0,14.033333333333333,4.951027933310506e-09,4.269652140217013e-09,3.9317617233035176e-10
50580.0,14.05,4.943550615096834e-09,4.262677726801768e-09,3.900841142375407e-10
50640.0,14.066666666666666,4.936089586082109e-09,4.255720669646186e-09,3.8701849919835943e-10
50700.0,14.083333333333334,4.9286448193624626e-09,4.248780927943591e-09,3.839791212350475e-10
50760.0,14.1,4.921216287915694e-09,4.241858460830571e-09,3.809657754136356e-10
50820.0,14.116666666666667,4.91380396459699e-09,4.234953227382047e-09,3.779782576746183e-10
50880.0,14.133333333333333,4.906407822161154e-09,4.228065186637399e-09,3.7501636488303734e-10
50940.0,14.15,4.899027833259118e-09,4.221194297596286e-09,3.720798948336926e-10
51000.0,14.166666666666666,4.891663970439668e-09,4.21434051922105e-09,3.691686462530905e-10
51060.0,14.183333333333334,4.8843162060788725e-09,4.207503810283756e-09,3.6628241868870343e-10
51120.0,14.2,4.876984512258061e-09,4.200684129507267e-09,3.6342101224638465e-10
51180.0,14.216666666666667,4.869668862012896e-09,4.19388143659142e-09,3.6058422983038246e-10
51240.0,14.233333333333333,4.8623692270354506e-09,4.1870956898271116e-09,3.5777187352021584e-10
51300.0,14.25,4.8550855794042445e-09,4.180326848035545e-09,3.549837467353802e-10
51360.0,14.266666666666667,4.847817891104341e-09,4.173574870010245e-09,3.522196540485872e-10
51420.0,14.283333333333333,4.8405661340119206e-09,4.166839714499145e-09,3.494794010006011e-10
51480.0,14.3,4.833330279919402e-09,4.1601213402338254e-09,3.467627941506586e-10
51540.0,14.316666666666666,4.826110300531669e-09,4.153419705924959e-09,3.440696410782731e-10
51600.0,14.333333333333334,4.818906167467709e-09,4.146734770264598e-09,3.4139975038294854e-10
51660.0,14.35,4.811717852173088e-09,4.140066491755288e-09,3.387529315064674e-10
51720.0,14.366666666666667,4.804545325820369e-09,4.133414828873958e-09,3.361289946710997e-10
51780.0,14.383333333333333,4.797388560632082e-09,4.126779741177636e-09,3.335277529386509e-10
51840.0,14.4,4.7902475273986915e-09,4.120161186722824e-09,3.309490185258695e-10
51900.0,14.416666666666666,4.783122197340506e-09,4.1135591241414446e-09,3.283926051071837e-10
51960.0,14.433333333333334,4.7760125416105604e-09,4.106973512067444e-09,3.2585832759157127e-10
52020.0,14.45,4.768918531265534e-09,4.100404309103272e-09,3.2334600191928395e-10
52080.0,14.466666666666667,4.76184013729395e-09,4.093851473852354e-09,3.2085544511261536e-10
52140.0,14.483333333333333,4.754777330612264e-09,4.0873149649143534e-09,3.1838647527467704e-10
52200.0,14.5,4.747730082066311e-09,4.0807947408872285e-09,3.1593891158716624e-10
52260.0,14.516666666666667,4.740698362307515e-09,4.07429076015696e-09,3.135125740695411e-10
52320.0,14.533333333333333,4.733682141810413e-09,4.067802981190985e-09,3.111072837163269e-10
52380.0,14.55,4.726681392082947e-09,4.061331363510152e-09,3.0872286434592176e-10
52440.0,14.566666666666666,4.719696083187335e-09,4.0548758651300175e-09,3.0635913892140447e-10
52500.0,14.583333333333334,4.712726185635503e-09,4.048436444658526e-09,3.040159319348336e-10
52560.0,14.6,4.705771669899757e-09,4.042013060736196e-09,3.016930691685598e-10
52620.0,14.616666666666667,4.698832506367343e-09,4.0356056719841625e-09,2.993903774718034e-10
52680.0,14.633333333333333,4.691908665371942e-09,4.029214237040075e-09,2.9710768481172547e-10
52740.0,14.65,4.685000117189697e-09,4.022838714553286e-09,2.948448202698014e-10
52800.0,14.666666666666666,4.6781068320404455e-09,4.016479063186666e-09,2.9260161403782414e-10
52860.0,14.683333333333334,4.671228779916159e-09,4.0101352413547765e-09,2.903778971181188e-10
52920.0,14.7,4.664365930771294e-09,4.003807207706978e-09,2.881735016580924e-10
52980.0,14.716666666666667,4.657518255510967e-09,3.997494921844823e-09,2.8598826255898193e-10
53040.0,14.733333333333333,4.650685723625766e-09,3.9911983419105875e-09,2.838220138707244e-10
53100.0,14.75,4.643868305059266e-09,3.984917426636325e-09,2.816745912001122e-10
53160.0,14.766666666666667,4.637065969744725e-09,3.978652134818285e-09,2.7954583147739107e-10
53220.0,14.783333333333333,4.63027868754042e-09,3.972402425243523e-09,2.77435572711014e-10
53280.0,14.8,4.623506428264591e-09,3.966168256729398e-09,2.7534365403901853e-10
53340.0,14.816666666666666,4.616749161691542e-09,3.9599495881188095e-09,2.732699157235838e-10
53400.0,14.833333333333334,4.6100068575526215e-09,3.953746378281715e-09,2.7121419914555405e-10
53460.0,14.85,4.603279485320841e-09,3.947558585807422e-09,2.6917634645509383e-10
53520.0,14.866666666666667,4.596567014552663e-09,3.941386169649124e-09,2.67156201075376e-10
53580.0,14.883333333333333,4.589869415698166e-09,3.935229089641603e-09,2.651536090941974e-10
53640.0,14.9,4.583186657808386e-09,3.9290873041878795e-09,2.631684157487263e-10
53700.0,14.916666666666666,4.5765187103887415e-09,3.922960772275614e-09,2.612004678267295e-10
53760.0,14.933333333333334,4.569865542965383e-09,3.916849452989405e-09,2.5924961345328997e-10
53820.0,14.95,4.563227124998373e-09,3.910753305413103e-09,2.573157018225357e-10
53880.0,14.966666666666667,4.5566034259202165e-09,3.904672288672904e-09,2.553985832492238e-10
53940.0,14.983333333333333,4.5499944151321444e-09,3.898606361932878e-09,2.5349810916219354e-10
54000.0,15.0,4.543400062004786e-09,3.892555484396046e-09,2.5161413209757645e-10
54060.0,15.016666666666667,4.536820335623271e-09,3.886519614956617e-09,2.4974650530998897e-10
54120.0,15.033333333333333,4.530255205256678e-09,3.880498712975979e-09,2.4789508341258815e-10
54180.0,15.05,4.5237046410420705e-09,3.874492738662685e-09,2.4605972358821424e-10
54240.0,15.066666666666666,4.517168611709405e-09,3.868501650794236e-09,2.442402821594654e-10
54300.0,15.083333333333334,4.51064708644797e-09,3.862525408731396e-09,2.4243661696832384e-10
54360.0,15.1,4.504140034499065e-09,3.856563971963934e-09,2.406485871919642e-10
54420.0,15.116666666666667,4.497647425045471e-09,3.85061729998752e-09,2.3887605304993645e-10
54480.0,15.133333333333333,4.491169227253983e-09,3.844685352350733e-09,2.3711887585695954e-10
54540.0,15.15,4.484705410271856e-09,3.838768088650874e-09,2.3537691801557334e-10
54600.0,15.166666666666666,4.478255943227126e-09,3.832865468534549e-09,2.33650043008304e-10
54660.0,15.183333333333334,4.471820794938625e-09,3.826977451315715e-09,2.319381149794268e-10
54720.0,15.2,4.465399934484444e-09,3.821103996848439e-09,2.3024099947398515e-10
54780.0,15.216666666666667,4.458993331834574e-09,3.815245065854815e-09,2.2855856452765762e-10
54840.0,15.233333333333333,4.452600955491809e-09,3.809400617569144e-09,2.2689067727391124e-10
54900.0,15.25,4.446222774447856e-09,3.803570611834451e-09,2.252372063286453e-10
54960.0,15.266666666666667,4.439858757771832e-09,3.797755008647615e-09,2.2359802162712176e-10
55020.0,15.283333333333333,4.433508874480047e-09,3.7919537680156185e-09,2.219729941038729e-10
55080.0,15.3,4.427173093584157e-09,3.786166850008318e-09,2.2036199575127275e-10
55140.0,15.316666666666666,4.4208513840870105e-09,3.780394214753649e-09,2.1876489961055565e-10
55200.0,15.333333333333334,4.414543714982583e-09,3.7746358224376575e-09,2.1718157976328567e-10
55260.0,15.35,4.4082500549356204e-09,3.768891632894321e-09,2.1561191089324248e-10
55320.0,15.366666666666667,4.401970372926744e-09,3.76316160654831e-09,2.1405576909410445e-10
55380.0,15.383333333333333,4.395704638873226e-09,3.757445704735658e-09,2.125130328671463e-10
55440.0,15.4,4.389452821159944e-09,3.751743887243188e-09,2.109835797741346e-10
55500.0,15.416666666666666,4.383214888680182e-09,3.746056114480183e-09,2.0946728880067915e-10
55560.0,15.433333333333334,4.376990810433899e-09,3.740382347038204e-09,2.0796404022508696e-10
55620.0,15.45,4.3707805553732e-09,3.734722545522068e-09,2.0647371527367924e-10
55680.0,15.466666666666667,4.364584092455628e-09,3.7290766706077296e-09,2.0499619618316347e-10
55740.0,15.483333333333333,4.3584013906397886e-09,3.723444683037275e-09,2.0353136619095624e-10
55800.0,15.5,4.352232418884822e-09,3.7178265436184053e-09,2.0207910952599294e-10
55860.0,15.516666666666667,4.346077145804345e-09,3.7122222127916894e-09,2.006393109595621e-10
55920.0,15.533333333333333,4.339935540365953e-09,3.706631651617479e-09,1.9921185665385615e-10
55980.0,15.55,4.3338075725383035e-09,3.7010548221314564e-09,1.977966350939913e-10
56040.0,15.566666666666666,4.327693210689419e-09,3.6954916847563523e-09,1.963935337955798e-10
56100.0,15.583333333333334,4.321592423703806e-09,3.689942200538298e-09,1.9500244162107704e-10
56160.0,15.6,4.3155051806060274e-09,3.6844063307379143e-09,1.9362324869138567e-10
56220.0,15.616666666666667,4.309431450377133e-09,3.6788840366313874e-09,1.9225584601895211e-10
56280.0,15.633333333333333,4.3033712020124475e-09,3.673375279572662e-09,1.9090012557200865e-10
56340.0,15.65,4.297324404517371e-09,3.667880020988682e-09,1.8955598026501178e-10
56400.0,15.666666666666666,4.291291026906394e-09,3.6623982223782986e-09,1.8822330394892684e-10
56460.0,15.683333333333334,4.285271037835897e-09,3.6569298448624367e-09,1.8690199095873347e-10
56520.0,15.7,4.27926440633625e-09,3.6514748501905046e-09,1.8559193697835227e-10
56580.0,15.716666666666667,4.273271102521576e-09,3.6460332011697954e-09,1.8429303992983196e-10
56640.0,15.733333333333333,4.2672910948361435e-09,3.6406048589309164e-09,1.8300519674492313e-10
56700.0,15.75,4.261324352236184e-09,3.635189785215081e-09,1.8172830561012757e-10
56760.0,15.766666666666667,4.2553708438556435e-09,3.6297879420141505e-09,1.8046226593122853e-10
56820.0,15.783333333333333,4.249430538788841e-09,3.624399291337211e-09,1.7920697794636816e-10
56880.0,15.8,4.2435034061519725e-09,3.619023795276197e-09,1.7796234279027108e-10
56940.0,15.816666666666666,4.237589415079496e-09,3.6136614160017892e-09,1.767282624855643e-10
57000.0,15.833333333333334,4.231688534722664e-09,3.6083121157617712e-09,1.7550463993263323e-10
57060.0,15.85,4.2258007338657895e-09,3.6029758564193598e-09,1.742913784604343e-10
57120.0,15.866666666666667,4.219925981669636e-09,3.5976526004558355e-09,1.7308838268692023e-10
57180.0,15.883333333333333,4.21406424847802e-09,3.5923423115092524e-09,1.718955593841055e-10
57240.0,15.9,4.208215502896942e-09,3.587044951479547e-09,1.707128143233976e-10
57300.0,15.916666666666666,4.202379714026135e-09,3.581760482850048e-09,1.6954005442697622e-10
57360.0,15.933333333333334,4.196556851185066e-09,3.576488868394818e-09,1.683771877943772e-10
57420.0,15.95,4.190746883657186e-09,3.5712300709063856e-09,1.6722412329758986e-10
57480.0,15.966666666666667,4.184949780754186e-09,3.5659840532637852e-09,1.6608077064355432e-10
57540.0,15.983333333333333,4.179165511813428e-09,3.5607507784295102e-09,1.6494704036696292e-10
57600.0,16.0,4.173394046195973e-09,3.555530209447376e-09,1.6382284381984507e-10
57660.0,16.016666666666666,4.167635352890793e-09,3.550322308973984e-09,1.6270809273112748e-10
57720.0,16.033333333333335,4.161889401248952e-09,3.5451270402557628e-09,1.6160270004545913e-10
57780.0,16.05,4.15615616191877e-09,3.539944367808968e-09,1.605065807786556e-10
57840.0,16.066666666666666,4.150435603746096e-09,3.5347742543547075e-09,1.5941964894671057e-10
57900.0,16.083333333333332,4.144727696037667e-09,3.529616663155314e-09,1.5834181960356897e-10
57960.0,16.1,4.139032408366366e-09,3.5244715578077806e-09,1.5727300893748064e-10
58020.0,16.116666666666667,4.133349710272552e-09,3.5193389019286858e-09,1.5621313385012093e-10
58080.0,16.133333333333333,4.127679571329986e-09,3.514218659223346e-09,1.5516211201577582e-10
58140.0,16.15,4.122021961144765e-09,3.5091107934843884e-09,1.5411986187614993e-10
58200.0,16.166666666666668,4.116376849352812e-09,3.50401526858905e-09,1.5308630262980793e-10
58260.0,16.183333333333334,4.110744205216447e-09,3.498932048028521e-09,1.5206135380485032e-10
58320.0,16.2,4.105123998329738e-09,3.4938610958392452e-09,1.510449360625859e-10
58380.0,16.216666666666665,4.09951619971123e-09,3.4888023774523685e-09,1.5003697205400573e-10
58440.0,16.233333333333334,4.093920778517743e-09,3.4837558564532966e-09,1.4903738344216938e-10
58500.0,16.25,4.088337704318787e-09,3.4787214969111986e-09,1.4804609280922835e-10
58560.0,16.266666666666666,4.082766947000638e-09,3.4736992632774895e-09,1.4706302382866357e-10
58620.0,16.283333333333335,4.077208476420716e-09,3.468689120024393e-09,1.4608810083042225e-10
58680.0,16.3,4.071662262473781e-09,3.463691031713814e-09,1.4512124885537238e-10
58740.0,16.316666666666666,4.0661282750929145e-09,3.4587049629980068e-09,1.4416239365255912e-10
58800.0,16.333333333333332,4.060606484246443e-09,3.453730878616334e-09,1.432114616685786e-10
58860.0,16.35,4.055096859554045e-09,3.448768742950644e-09,1.4226837965308002e-10
58920.0,16.366666666666667,4.049599370906643e-09,3.443818520852966e-09,1.4133307539333112e-10
58980.0,16.383333333333333,4.044113989692878e-09,3.438880178636991e-09,1.404054785333356e-10
59040.0,16.4,4.038640685440428e-09,3.4339536807830195e-09,1.394855177842413e-10
59100.0,16.416666666666668,4.03317942806413e-09,3.4290389922220936e-09,1.385731226977228e-10
59160.0,16.433333333333334,4.0277301878136855e-09,3.4241360782806175e-09,1.376682238416889e-10
59220.0,16.45,4.022292934915578e-09,3.419244904309069e-09,1.3677075238587818e-10
59280.0,16.466666666666665,4.016867639637717e-09,3.414365435748681e-09,1.358806401525917e-10
59340.0,16.483333333333334,4.011454272291257e-09,3.4094976381329645e-09,1.3499781961457838e-10
59400.0,16.5,4.00605280322737e-09,3.4046414770843214e-09,1.3412222388503168e-10
59460.0,16.516666666666666,4.000663202483205e-09,3.3997969179056396e-09,1.3325378636146155e-10
59520.0,16.533333333333335,3.9952854402982264e-09,3.394963926287484e-09,1.3239244138222352e-10
59580.0,16.55,3.989919488454273e-09,3.390142469418809e-09,1.3153812499536718e-10
59640.0,16.566666666666666,3.984565316897301e-09,3.3853325126920925e-09,1.3069077238359996e-10
59700.0,16.583333333333332,3.979222895948575e-09,3.3805340219322147e-09,1.2985031951037225e-10
59760.0,16.6,3.9738921962663715e-09,3.3757469633559786e-09,1.2901670327008864e-10
59820.0,16.616666666666667,3.968573188491671e-09,3.3709713032078014e-09,1.281898611068847e-10
59880.0,16.633333333333333,3.963265843310771e-09,3.3662070078237306e-09,1.2736973106239325e-10
59940.0,16.65,3.957970131457346e-09,3.361454043633204e-09,1.265562517734827e-10
60000.0,16.666666666666668,3.9526860237092065e-09,3.356712377155717e-09,1.2574936246312474e-10
60060.0,16.683333333333334,3.947413490563885e-09,3.3519819746276674e-09,1.2494900262022635e-10
60120.0,16.7,3.942152502652886e-09,3.347262802592645e-09,1.2415511258216352e-10
60180.0,16.716666666666665,3.936903032192156e-09,3.3425548291263827e-09,1.233676342589218e-10
60240.0,16.733333333333334,3.931665049587283e-09,3.3378580205446643e-09,1.2258650875889196e-10
60300.0,16.75,3.9264385256068795e-09,3.3331723435773105e-09,1.2181167791276532e-10
60360.0,16.766666666666666,3.921223431357813e-09,3.328497765341832e-09,1.2104308440189831e-10
60420.0,16.783333333333335,3.916019737934982e-09,3.3238342529862645e-09,1.2028067140833722e-10
60480.0,16.8,3.91082741648193e-09,3.3191817737506134e-09,1.19524382659632e-10
60540.0,16.816666666666666,3.905646438193067e-09,3.314540294968811e-09,1.187741624265251e-10
60600.0,16.833333333333332,3.900476774310499e-09,3.3099097840654203e-09,1.1802995551464793e-10
60660.0,16.85,3.895318395828813e-09,3.3052902082167684e-09,1.172917069777804e-10
60720.0,16.866666666666667,3.890171273809108e-09,3.300681534828169e-09,1.1655936263115666e-10
60780.0,16.883333333333333,3.885035380936383e-09,3.296083732867908e-09,1.1583286973538285e-10
60840.0,16.9,3.8799106881111915e-09,3.291496769580451e-09,1.1511217480936758e-10
60900.0,16.916666666666668,3.874797166584426e-09,3.28692061260592e-09,1.1439722503801497e-10
60960.0,16.933333333333334,3.869694787945678e-09,3.2823552299672865e-09,1.1368796838189814e-10
61020.0,16.95,3.86460352377738e-09,3.277800589720415e-09,1.1298435325651567e-10
61080.0,16.966666666666665,3.859523345713347e-09,3.2732566600129672e-09,1.12286328574215e-10
61140.0,16.983333333333334,3.854454225441226e-09,3.2687234090865783e-09,1.1159384374190456e-10
61200.0,17.0,3.849396134699335e-09,3.2642008052735686e-09,1.1090684865352185e-10
61260.0,17.016666666666666,3.844349045010257e-09,3.2596888166913624e-09,1.1022529343411719e-10
61320.0,17.033333333333335,3.839312927896725e-09,3.2551874116106167e-09,1.0954912888912017e-10
61380.0,17.05,3.834287756542273e-09,3.25069655989299e-09,1.0887830715166711e-10
61440.0,17.066666666666666,3.829273502372099e-09,3.24621622971192e-09,1.082127796692542e-10
61500.0,17.083333333333332,3.824270137148873e-09,3.2417463896183084e-09,1.0755249850174278e-10
61560.0,17.1,3.8192776329736155e-09,3.2372870085404864e-09,1.0689741641506692e-10
61620.0,17.116666666666667,3.8142959619445024e-09,3.232838055441567e-09,1.0624748658769319e-10
61680.0,17.133333333333333,3.809325096213318e-09,3.2283994993758872e-09,1.0560266264973796e-10
61740.0,17.15,3.8043650079881545e-09,3.223971309491337e-09,1.0496289868075032e-10
61800.0,17.166666666666668,3.799415669530226e-09,3.2195534550261537e-09,1.0432814920290677e-10
61860.0,17.183333333333334,3.794477052915738e-09,3.215145905035438e-09,1.0369836895331015e-10
61920.0,17.2,3.789549130156069e-09,3.2107486286544433e-09,1.0307351327457293e-10
61980.0,17.216666666666665,3.784631874957668e-09,3.206361596634717e-09,1.0245353872853812e-10
62040.0,17.233333333333334,3.779725259294984e-09,3.2019847780746295e-09,1.0183840124369499e-10
62100.0,17.25,3.774829255466879e-09,3.1976181424320772e-09,1.0122805731027892e-10
62160.0,17.266666666666666,3.769943836109562e-09,3.1932616595364825e-09,1.0062246406036525e-10
62220.0,17.283333333333335,3.7650689738602016e-09,3.1889152992535447e-09,1.000215789995248e-10
62280.0,17.3,3.760204641411388e-09,3.1845790315392224e-09,9.942536004324165e-11
62340.0,17.316666666666666,3.755350811513987e-09,3.1802528264422656e-09,9.883376551480869e-11
62400.0,17.333333333333332,3.750507456974007e-09,3.1759366541010422e-09,9.824675413917957e-11
62460.0,17.35,3.745674550442059e-09,3.1716304845010328e-09,9.766428484097057e-11
62520.0,17.366666666666667,3.740852064440537e-09,3.1673342876375597e-09,9.708631708166679e-11
