time_s,time_h,D_center_m2_s,D_half_radius_m2_s,D_surface_m2_s
4440.0,1.2333333333333334,1.0438938954359493e-08,1.0459210715649862e-08,9.802972737550238e-09
4500.0,1.25,1.050895626920999e-08,1.0520418819923636e-08,9.844836300234505e-09
4560.0,1.2666666666666666,1.0577534993886268e-08,1.05797346865e-08,9.88656697266949e-09
4620.0,1.2833333333333334,1.0644373995317585e-08,1.0637990726615182e-08,9.934984260305646e-09
4680.0,1.3,1.0709617592975936e-08,1.069576687949076e-08,9.977487733296386e-09
4740.0,1.3166666666666667,1.0773596323202398e-08,1.0753138535045475e-08,1.002222236638165e-08
4800.0,1.3333333333333333,1.0836630351260031e-08,1.0809820615286289e-08,1.00614824875515e-08
4860.0,1.35,1.0898822660993834e-08,1.0865629625198538e-08,1.0092274857225713e-08
4920.0,1.3666666666666667,1.0960165542252718e-08,1.091966046115739e-08,1.013346587347801e-08
4980.0,1.3833333333333333,1.1020382566820024e-08,1.0972332332560255e-08,1.0157098191894265e-08
5040.0,1.4,1.1079277008411805e-08,1.1023227695264456e-08,1.0177531126329589e-08
5100.0,1.4166666666666667,1.1136711007811261e-08,1.1071086512810774e-08,1.0203340154246451e-08
5160.0,1.4333333333333333,1.1192161735792582e-08,1.1116718804051566e-08,1.024539361761947e-08
5220.0,1.45,1.1245398869502341e-08,1.116201309343146e-08,1.0276580341294825e-08
5280.0,1.4666666666666666,1.1296884486020184e-08,1.1207223423006916e-08,1.02966410046981e-08
