time_s,mean_moisture,max_moisture,center_gap,monotonicity,effective_balance_residual
50460.0,0.2840095111703432,0.3826856577494441,0.0,-1.5782719575696547e-09,2.703504051737582e-07
50520.0,0.2836667595486656,0.3821940911982075,0.0,-1.5755518001370206e-09,2.433292736192527e-07
50580.0,0.2833252470766826,0.38170411279803174,0.0,-1.572839192220954e-09,2.4364600514914514e-07
50640.0,0.28298496761020003,0.38121571600823434,0.0,-1.5701341338214547e-09,2.4395882736172325e-07
50700.0,0.28264591507329895,0.38072889434551604,0.0,-1.567436624938523e-09,2.442695268278783e-07
50760.0,0.28230808341893704,0.38024364135367145,0.0,-1.564746499038705e-09,2.4457905523078693e-07
50820.0,0.2819714666283643,0.3797599506030981,0.0,-1.5620638671443032e-09,2.448870195514985e-07
50880.0,0.28163605871283837,0.3792778156920367,0.0,-1.5593887292553177e-09,2.451934522085253e-07
50940.0,0.28130185371310723,0.37879723024612993,0.0,-1.5567210298605971e-09,2.454983540900457e-07
51000.0,0.28096884569940356,0.3783181879183229,0.0,-1.5540606024266879e-09,2.822100322319443e-07
51060.0,0.28063702875341484,0.37784068238406854,0.0,-1.5514076689981948e-09,2.7538482871847236e-07
51120.0,0.2803063970057279,0.37736470733322447,0.0,-1.5487621740639668e-09,2.48411826664352e-07
51180.0,0.27997694466802536,0.3768902565508748,0.0,-1.54612395109055e-09,2.4870245018959736e-07
51240.0,0.27964866588864656,0.3764173237679735,0.0,-1.543493111100247e-09,2.4898961781261164e-07
51300.0,0.27932155488542915,0.3759459027734636,0.0,-1.5408694320484528e-09,2.4927458674994796e-07
51360.0,0.2789956059051887,0.3754759873829006,0.0,-1.5382531359797724e-09,2.4955849431407273e-07
51420.0,0.27867081322221054,0.3750075714372518,0.0,-1.5356441673830545e-09,2.4984092572566396e-07
