time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
0.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55
60.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999856,2.549999999935225,2.549999927716959,2.5499797160813884,2.5485044784576387,2.5184715405742395,2.327084339244481
120.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999985,2.5499999999995366,2.5499999998553395,2.5499999775892874,2.5499982655708986,2.5499321472208156,2.548632874426343,2.535392451277339,2.4632481841261806,2.2420954928999377
180.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999985,2.5499999999997764,2.549999999972124,2.54999999782483,2.549999893372886,2.549996701206925,2.549935146144304,2.549181734878831,2.5432788409836213,2.513286392578664,2.4123539012379145,2.1798373309923638
240.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999962,2.5499999999970764,2.5499999998402645,2.549999993841682,2.549999832170125,2.549996757629458,2.5499554085006,2.5495608844597824,2.5468782693931917,2.533791561364789,2.487504799831008,2.366837833792036,2.129286265129826
300.0,2.55,2.55,2.55,2.55,2.55,2.5500000000000003,2.5499999999999954,2.5499999999997547,2.5499999999893137,2.5499999996466904,2.549999991142769,2.549999831505956,2.5499975637456553,2.5499731574626203,2.549773807827703,2.5485348300432142,2.542653175101677,2.5212021784621985,2.4605530117046115,2.3258235770260356,2.0863562247346947
360.0,2.55,2.55,2.55,2.5500000000000003,2.5499999999999994,2.5499999999999803,2.5499999999992995,2.549999999979365,2.549999999515142,2.5499999909299222,2.549999864950498,2.5499983984472734,2.5499848510877112,2.549885448344225,2.549305279831905,2.5466057022714934,2.536557253265081,2.506480615037919,2.4335201300810643,2.2884957806463673,2.048875074186005
420.0,2.5499999999999994,2.5500000000000003,2.55,2.5499999999999985,2.5499999999999523,2.5499999999987426,2.5499999999722243,2.549999999492034,2.549999992332598,2.549999904609102,2.5499990221410718,2.5499917361741335,2.5499423538432873,2.549667398105418,2.54840813425945,2.5436546402053897,2.5288189710304496,2.4903552367360224,2.406945929216878,2.254252177553772,2.0154624976703026
480.0,2.55,2.55,2.5499999999999967,2.549999999999916,2.549999999998291,2.5499999999699368,2.5499999995480347,2.5499999942264595,2.5499999375219735,2.5499994280840426,2.54999557325514,2.549971015920937,2.5498392910591705,2.5492440044585067,2.546974887785659,2.5396656199244663,2.51971137848205,2.4733442411009574,2.381081169016218,2.222606531302875,1.9852253960047963
540.0,2.549999999999999,2.5499999999999923,2.5499999999998764,2.5499999999980303,2.5499999999715217,2.549999999636464,2.5499999959518203,2.549999960911039,2.549999673728808,2.5499976494172962,2.5499853904365795,2.54992163974155,2.5496369400385968,2.5485445249386633,2.5449391666718575,2.5346865739472313,2.509496961209013,2.4558147858415493,2.356040206236554,2.193166463188273,1.9576420047402907
600.0,2.5499999999999616,2.5499999999998195,2.5499999999978935,2.549999999974926,2.5499999997242444,2.5499999972780256,2.549999976176803,2.5499998162428428,2.5499987548030005,2.5499925988923526,2.5499614359466984,2.549823806146568,2.5492935193473225,2.547510173319308,2.542270321801834,2.528796671151161,2.4983987998696136,2.438006588231688,2.3318305625014766,2.1656299433820188,1.932333526254922
660.0,2.5499999999993657,2.549999999997581,2.5499999999781973,2.549999999795521,2.5499999982034667,2.5499999856407434,2.5499998968704336,2.54999933850007,2.5499962228117306,2.5499808313794134,2.549913596465222,2.5496540194242834,2.5487683476530076,2.546096591642928,2.53896400363696,2.5220862416512895,2.4866010367433864,2.420087201247102,2.3084484212652607,2.1397705656478982,1.9089926385359242
720.0,2.549999999993365,2.549999999978666,2.5499999998447564,2.5499999988073467,2.5499999913153313,2.549999941816575,2.5499996458063277,2.5499980529002015,2.549990365810764,2.5499571658437516,2.549828989485207,2.549386883148756,2.5480246229113708,2.5442733811685607,2.5350335951268317,2.5146452790331346,2.47425101739807,2.4021694200981436,2.2858657475279176,2.115411820104504,1.8873218661856976
780.0,2.5499999999510914,2.549999999863439,2.549999999171766,2.5499999946294367,2.5499999666575226,2.549999807713954,2.5499989828173963,2.549995095083903,2.5499785119653113,2.5499146230083554,2.5496925679366518,2.5489967173559336,2.5470308828940205,2.5420223705397307,2.530504403731218,2.506561360213254,2.4614750765537434,2.3843486787931574,2.2640752747380244,2.092401709946872,1.867090274123087
840.0,2.5499999997263982,2.549999999320915,2.549999996480369,2.549999980278117,2.549999893261249,2.549999458925235,2.5499974635768194,2.5499890738990416,2.549956896122672,2.549844546461745,2.5494878696154153,2.5484588955351515,2.5457617265768646,2.5393358495822134,2.5254095071641647,2.4979164653268677,2.4483768308195804,2.36668981643705,2.2430415065816938,2.0706048033895024,1.848124097791104
900.0,2.5499999987730613,2.549999997242581,2.5499999875383366,2.549999938513758,2.5499997046947254,2.5499986619993007,2.549994354052538,2.5499779538983387,2.5499206132545527,2.549736857511824,2.549197763410369,2.5477507628464444,2.5441977569604526,2.5362144093234193,2.519786544100801,2.488787117152615,2.435045890381152,2.349247967613689,2.222744306879654,2.049909669205616,1.8302411435367805
960.0,2.5499999954043657,2.5499999905088595,2.5499999619765044,2.5499998322607804,2.5499992746951485,2.549997022463013,2.5499885453933384,2.549958972229362,2.5498636560135477,2.5495803943586064,2.5488051407549466,2.5468522927767037,2.5423253911646437,2.5326654642990483,2.5136758030607993,2.4792431492251965,2.4215551327113634,2.332056114071673,2.2031378970893627,2.0301948303140342,1.8134090191747796
1020.0,2.5499999851634056,2.549999971502569,2.5499998974013436,2.5499995902100325,2.5499983856264445,2.549993927721252,2.549978478673688,2.549928597484401,2.5497790212165508,2.549363277824921,2.548293456136312,2.5457463052266402,2.540135925723503,2.528700568580963,2.5071160429878607,2.4693431281917153,2.407957386637077,2.31512670130045,2.1841763560834195,2.011393862713788,1.797491368787321
1080.0,2.549999957694237,2.549999923680048,2.5499997502116374,2.549999087197987,2.549996691124576,2.5499884895566485,2.549962085847251,2.549882527880967,2.549658855543783,2.549073244012663,2.547647087506733,2.544418446351228,2.537624809428174,2.52433453812387,2.50014569496589,2.4591413972945433,2.394302124089945,2.298479708618391,2.1658369674552853,1.9934244927614349,1.7824863480187836
1140.0,2.549999891376469,2.5499998144485057,2.5499994424999297,2.549998119526625,2.5499936750239267,2.549979490687034,2.549936750846545,2.5498157257320178,2.549494631726161,2.548697964863337,2.5468516449152396,2.5428571703646328,2.5347909809076685,2.5195838910332893,2.4927996322400134,2.448680525057299,2.3806180939988137,2.282106643385236,2.1480643829798476,1.9762385648596144,1.768308631281074
1200.0,2.5499997449526006,2.5499995846477175,2.5499988447082362,2.549996375937935,2.549988609025224,2.5499653388775916,2.5498992909742144,2.5497224757218557,2.549277315782552,2.548225261112702,2.545893997964502,2.5410532311895766,2.531635658596706,2.51446558085123,2.4851102454228062,2.437999911649882,2.366937533113763,2.2660214159372054,2.1308571715403986,1.9597933353940844,1.754838048181672
1260.0,2.549999445452455,2.5499991340823653,2.549997754015638,2.5499934052645323,2.549980511234599,2.5499440302689362,2.5498459563255267,2.5495964609025967,2.5489975381964576,2.5476433272021652,2.5447624679061245,2.538999848700031,2.5281627993336135,2.5089983647833214,2.4771098460461207,2.427136994528348,2.3532897098574526,2.250232797835673,2.1141923052131655,1.9440348252546753,1.7419705896214257
1320.0,2.5499988719013755,2.5499983027892985,2.549995868779662,2.5499885821307178,2.5499681079837764,2.5499131245764284,2.549772449521486,2.549430860196162,2.54864577451369,2.5469409371005853,2.54344693059962,2.536692560057197,2.5243786187393704,2.5032020673583935,2.468830011692111,2.416127513023713,2.3397030874109923,2.2347495884348185,2.0980468318289396,1.9288922676072235,1.729738407598453
